,title,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,first_genre,second_genre,third_genre,top_critic_review_count,review_count,star_power
442,127 Hours,18000000,11.176797,2010,"41,846,307.40",94,7,2668,Drama,,,43,227,1
443,Mud,10000000,7.881579,2013,"23,690,879.36",130,7,1080,Drama,,,40,176,1
444,The Impossible,42000000,10.027434,2012,"200,766,956.67",113,7,2071,Action & Adventure,Drama,,50,195,1
445,The Hobbit: An Unexpected Journey,250000000,23.253089,2012,"1,137,178,494.50",169,7,8427,Action & Adventure,Science Fiction & Fantasy,,52,291,1
446,The Aviator,116000000,9.86738,2004,"138,069,878.24",170,7,1526,Drama,,,50,217,1
447,Silver Linings Playbook,21000000,14.488111,2012,"229,126,259.45",122,7,4840,Comedy,,,53,244,1
448,Love Actually,40000000,10.586815,2003,"340,375,285.69",135,7,1917,Comedy,Romance,,51,211,0
449,"Crazy, Stupid, Love.",50000000,10.246173,2011,"162,414,633.49",118,7,2522,Comedy,Drama,Romance,47,226,1
450,Blue Jasmine,18000000,12.61244,2013,"108,871,369.85",98,7,1126,Comedy,,,55,221,1
451,One Day,15000000,11.239012,2011,"67,522,801.33",107,7,1006,Comedy,Drama,Romance,43,142,1
452,Collateral,65000000,13.455112,2004,"294,771,462.20",120,7,1476,Action & Adventure,Drama,Mystery & Suspense,48,220,1
453,The Vow,30000000,9.524298,2012,"218,408,081.66",104,7,1328,Drama,Romance,,33,132,1
454,Rise of the Planet of the Apes,93000000,41.613762,2011,"548,987,769.25",105,7,4452,Action & Adventure,Drama,Science Fiction & Fantasy,52,259,1
455,Moneyball,50000000,15.785663,2011,"125,298,930.33",133,7,1409,Drama,,,52,256,1
456,50/50,8000000,11.869481,2011,"44,554,540.30",100,7,1287,Comedy,Drama,,50,196,1
457,Robin Hood,15000000,11.179855,1973,"184,613,482.25",83,7,1155,Action & Adventure,Animation,Kids & Family,6,23,2
458,Robin Hood,15000000,11.179855,1973,"184,613,482.25",83,7,1155,Action & Adventure,Classics,Kids & Family,6,23,2
459,Robin Hood,15000000,11.179855,1973,"184,613,482.25",83,7,1155,Action & Adventure,Drama,,6,23,2
460,Robin Hood,15000000,11.179855,1973,"184,613,482.25",83,7,1155,Action & Adventure,Drama,,6,23,2
461,Robin Hood,200000000,10.56812,2010,"364,228,341.94",140,6.2,1434,Action & Adventure,Animation,Kids & Family,6,23,2
462,Robin Hood,200000000,10.56812,2010,"364,228,341.94",140,6.2,1434,Action & Adventure,Classics,Kids & Family,6,23,2
463,Robin Hood,200000000,10.56812,2010,"364,228,341.94",140,6.2,1434,Action & Adventure,Drama,,6,23,2
464,Robin Hood,200000000,10.56812,2010,"364,228,341.94",140,6.2,1434,Action & Adventure,Drama,,6,23,2
465,Sherlock Holmes: A Game of Shadows,125000000,18.695329,2011,"380,440,442.42",129,7,3971,Action & Adventure,Mystery & Suspense,,46,218,1
466,Hugo,170000000,14.046164,2011,"211,211,337.98",126,7,2197,Kids & Family,Mystery & Suspense,,46,221,1
467,Despicable Me 2,76000000,24.82355,2013,"1,065,338,257.49",98,7,4729,Animation,Comedy,Kids & Family,41,178,1
468,The Town,37000000,13.081203,2010,"180,579,931.11",125,7,1516,Action & Adventure,Drama,Mystery & Suspense,48,224,1
469,Sully,60000000,18.275689,2016,"254,069,947.66",96,7,2106,Action & Adventure,Drama,,0,79,1
470,Snowden,40000000,14.384554,2016,"39,718,135.63",134,7,1285,Drama,,,51,254,1
471,Pirates of the Caribbean: Dead Man's Chest,200000000,29.455314,2006,"1,351,633,005.60",151,7,5380,Action & Adventure,Comedy,Science Fiction & Fantasy,49,222,1
472,The Devil Wears Prada,35000000,13.102384,2006,"414,182,116.75",109,7,3198,Comedy,Drama,,49,184,1
473,Invictus,60000000,9.109838,2009,"145,712,011.12",134,7,1150,Drama,Sports & Fitness,,51,233,1
474,Mrs. Doubtfire,25000000,11.16553,1993,"780,878,062.71",125,7,1638,Comedy,Drama,Kids & Family,8,23,1
475,Lord of War,42000000,8.745216,2005,"31,589,875.84",122,7,1356,Action & Adventure,Drama,Mystery & Suspense,40,140,1
476,Sherlock Holmes,90000000,15.68604,2009,"624,681,273.75",128,7,5883,Action & Adventure,Drama,Mystery & Suspense,52,238,1
477,The Nice Guys,50000000,16.075615,2016,"66,895,613.93",116,7,2382,Comedy,Drama,,52,297,1
478,The Conjuring 2,40000000,14.767317,2016,"341,114,462.69",134,7,2018,Horror,,,36,242,1
479,Notting Hill,42000000,9.874043,1999,"558,502,945.17",124,7,1309,Comedy,Romance,,30,90,1
480,Big,18000000,9.562292,1988,"327,825,067.72",104,6.9,1022,Comedy,Kids & Family,Science Fiction & Fantasy,15,54,1
481,Jumanji,65000000,17.015539,1995,"440,926,880.38",104,6.9,2413,Action & Adventure,Comedy,Kids & Family,8,16,1
482,Divergent,85000000,21.572585,2014,"311,925,799.54",139,6.9,4784,Action & Adventure,Science Fiction & Fantasy,,48,224,1
483,Cube,250000,12.095263,1997,"799,469.55",90,6.9,1101,Horror,Science Fiction & Fantasy,,6,27,0
484,Sleepy Hollow,100000000,11.072361,1999,"316,281,410.93",105,6.9,1774,Horror,Mystery & Suspense,Romance,31,104,1
485,Marley & Me,60000000,9.729748,2008,"289,883,249.16",115,6.9,1392,Comedy,,,41,135,1
486,Gremlins,11000000,11.333125,1984,"376,740,608.10",106,6.9,1629,Comedy,Horror,Science Fiction & Fantasy,9,51,0
487,Superman,55000000,15.460102,1978,"1,177,388,760.78",143,6.9,1042,Action & Adventure,Drama,,12,54,1
488,I Am Legend,150000000,11.379355,2007,"722,015,156.09",101,6.9,4977,Action & Adventure,Drama,Science Fiction & Fantasy,54,207,1
489,Men in Black,90000000,15.781024,1997,"938,985,425.68",98,6.9,4521,Action & Adventure,Comedy,Science Fiction & Fantasy,27,85,1
490,Skyfall,200000000,20.309585,2012,"1,234,577,748.36",143,6.9,7718,Action & Adventure,Mystery & Suspense,,58,364,1
491,The Hunger Games,75000000,20.031667,2012,"769,784,729.72",142,6.9,9634,Drama,Mystery & Suspense,Science Fiction & Fantasy,54,296,1
492,Kung Fu Panda,130000000,16.897541,2008,"750,288,360.39",90,6.9,3231,Action & Adventure,Animation,Kids & Family,44,185,1
493,Unbreakable,75000000,14.67855,2000,"368,430,914.86",106,6.9,1994,Drama,Mystery & Suspense,Science Fiction & Fantasy,37,159,1
494,Meet Joe Black,90000000,14.026744,1998,"224,231,801.04",178,6.9,1174,Drama,Science Fiction & Fantasy,,7,14,1
495,Troy,175000000,15.387275,2004,"673,307,036.30",163,6.9,2841,Action & Adventure,Classics,Drama,48,220,1
496,Shooter,61000000,14.246918,2007,"118,040,144.13",124,6.9,1495,Action & Adventure,Drama,Mystery & Suspense,48,147,1
497,Mean Girls,17000000,11.454835,2004,"174,675,818.50",97,6.9,2401,Comedy,,,44,179,1
498,Die Hard: With a Vengeance,90000000,15.138855,1995,"614,253,254.57",128,6.9,2094,Action & Adventure,Mystery & Suspense,,14,55,1
499,The Walk,35000000,9.425787,2015,"66,009,377.93",123,6.9,1151,Action & Adventure,Drama,,52,262,1
500,Babel,25000000,12.60853,2006,"171,646,465.96",143,6.9,1083,Drama,,,51,192,1
501,From Dusk Till Dawn,19000000,15.339153,1996,"42,105,944.62",108,6.9,1644,Drama,Horror,Mystery & Suspense,12,45,1
502,Pinocchio,2600000,14.202284,1940,"1,539,679,285.71",88,6.9,1412,Art House & International,Comedy,Kids & Family,19,50,1
503,Pinocchio,2600000,14.202284,1940,"1,539,679,285.71",88,6.9,1412,Animation,Kids & Family,Musical & Performing Arts,19,50,1
504,The Simpsons Movie,75000000,14.302911,2007,"650,127,859.14",87,6.9,2335,Animation,Comedy,,50,218,0
505,Snow White and the Seven Dwarfs,1488423,16.263878,1937,"3,283,711,581.26",83,6.9,1973,Animation,Classics,Kids & Family,8,40,0
506,The Rock,75000000,13.249824,1996,"546,051,702.93",136,6.9,1474,Action & Adventure,,,21,61,1
507,Equilibrium,20000000,12.671637,2002,"7,617,905.65",107,6.9,1584,Drama,Science Fiction & Fantasy,,25,83,1
508,Collateral Beauty,36000000,14.575883,2016,"93,134,485.71",97,6.9,1553,Drama,,,41,179,1
509,Spy,65000000,13.257467,2015,"254,260,979.74",120,6.9,2590,Comedy,,,50,248,1
510,Ghost,22000000,11.945397,1990,"987,976,281.56",127,6.9,1381,Comedy,Drama,Mystery & Suspense,15,48,1
511,The Accountant,44000000,13.465656,2016,"165,310,097.94",128,6.9,2121,Drama,,,51,272,1
512,3:10 to Yuma,55000000,18.079094,2007,"86,363,470.59",122,6.9,1210,Classics,Drama,Western,6,24,1
513,3:10 to Yuma,55000000,18.079094,2007,"86,363,470.59",122,6.9,1210,Action & Adventure,Drama,Western,6,24,1
514,Sleeping Beauty,6000000,14.276169,1959,"446,599,315.07",75,6.8,1332,Animation,Classics,Kids & Family,6,35,1
515,Sleeping Beauty,6000000,14.276169,1959,"446,599,315.07",75,6.8,1332,Art House & International,Drama,,6,35,1
516,The Road,32000000,14.958098,2009,"32,943,344.93",111,6.8,1113,Drama,Mystery & Suspense,Science Fiction & Fantasy,49,210,1
517,The Road,32000000,14.958098,2009,"32,943,344.93",111,6.8,1113,Drama,Horror,,49,210,1
518,Steve Jobs,30000000,16.224866,2015,"37,159,438.51",122,6.8,1608,Drama,,,57,303,1
519,A.I. Artificial Intelligence,100000000,13.249364,2001,"340,634,778.92",146,6.8,2011,Drama,Science Fiction & Fantasy,,43,185,1
520,Sinister,3000000,12.490637,2012,"86,546,474.97",110,6.8,1611,Horror,,,29,149,1
521,Hotel Transylvania,85000000,16.231945,2012,"399,114,293.06",91,6.8,2622,Animation,Comedy,Kids & Family,33,141,1
522,The Hunchback of Notre Dame,100000000,13.553999,1996,"163,196,330.15",91,6.8,1182,Classics,Drama,Horror,3,19,2
523,The Hunchback of Notre Dame,100000000,13.553999,1996,"163,196,330.15",91,6.8,1182,Classics,Drama,Romance,3,19,2
524,The Hunchback of Notre Dame,100000000,13.553999,1996,"163,196,330.15",91,6.8,1182,Animation,Drama,Kids & Family,3,19,2
525,Rush Hour,33000000,11.840557,1998,"383,372,522.24",98,6.8,1254,Action & Adventure,Comedy,,18,66,1
526,The Spectacular Now,2500000,8.098964,2013,"7,522,420.74",95,6.8,1074,Comedy,Drama,Romance,42,164,1
527,8 Mile,41000000,8.374355,2002,"305,589,216.23",110,6.8,1676,Drama,,,52,205,0
528,Non-Stop,50000000,19.650229,2014,"240,694,612.25",106,6.8,2302,Action & Adventure,Mystery & Suspense,,46,219,1
529,A Monster Calls,43000000,24.483893,2016,"49,704,636.57",108,6.8,1023,Comedy,Drama,Kids & Family,48,256,1
530,Speed,30000000,10.859292,1994,"604,653,108.48",116,6.8,1814,Action & Adventure,Mystery & Suspense,,19,54,1
531,School of Rock,35000000,17.95142,2003,"182,440,489.45",108,6.8,1454,Comedy,,,43,190,1
532,Insidious,1500000,17.24814,2010,"113,733,331.75",103,6.8,1775,Horror,,,34,171,1
533,Iron Man 3,200000000,23.721243,2013,"1,333,854,105.00",130,6.8,8951,Action & Adventure,Science Fiction & Fantasy,,54,311,1
534,Bambi,858000,13.698132,1942,"4,195,474,616.87",70,6.8,1450,Animation,Classics,Kids & Family,6,44,0
535,The Patriot,110000000,15.960788,2000,"319,690,843.49",165,6.8,1130,Action & Adventure,Drama,,30,102,1
536,The Croods,135000000,14.757874,2013,"642,189,922.27",98,6.8,2447,Action & Adventure,Animation,Comedy,36,141,1
537,Face/Off,80000000,11.467391,1997,"391,398,071.85",138,6.8,1612,Action & Adventure,,,27,82,1
538,Finding Dory,200000000,14.477677,2016,"1,095,856,567.99",97,6.8,4333,Animation,,,59,320,1
539,Pitch Perfect 2,29000000,15.862632,2015,"310,191,281.88",115,6.8,1997,Comedy,Musical & Performing Arts,,47,209,1
540,Home,135000000,13.422713,2015,"397,976,018.94",94,6.8,1539,Comedy,Documentary,Drama,4,8,1
541,Home,135000000,13.422713,2015,"397,976,018.94",94,6.8,1539,Art House & International,Documentary,Drama,4,8,1
542,Home,135000000,13.422713,2015,"397,976,018.94",94,6.8,1539,Documentary,Drama,Kids & Family,4,8,1
543,Home,135000000,13.422713,2015,"397,976,018.94",94,6.8,1539,Drama,,,4,8,1
544,Home,135000000,13.422713,2015,"397,976,018.94",94,6.8,1539,Action & Adventure,Animation,Comedy,4,8,1
545,Insomnia,46000000,11.424974,2002,"161,628,026.85",118,6.8,1181,Drama,Mystery & Suspense,,48,194,1
546,Insomnia,46000000,11.424974,2002,"161,628,026.85",118,6.8,1181,Art House & International,Mystery & Suspense,,48,194,1
547,10 Cloverfield Lane,15000000,14.421528,2016,"115,370,157.71",103,6.8,2537,Drama,Mystery & Suspense,Science Fiction & Fantasy,49,298,1
548,The Fate of the Furious,250000000,48.573287,2017,"1,292,338,434.97",136,6.8,3803,Action & Adventure,Drama,,50,297,1
549,American Hustle,40000000,16.478036,2013,"275,642,193.35",138,6.8,2868,Drama,,,53,275,1
550,The DUFF,8500000,8.592449,2015,"46,963,171.79",100,6.8,1372,Comedy,,,33,118,0
551,Spider-Man,139000000,29.413341,2002,"1,167,931,498.00",121,6.8,5398,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,47,237,1
552,A Bug's Life,120000000,16.869209,1998,"569,848,406.42",95,6.8,2379,Animation,Kids & Family,Science Fiction & Fantasy,20,80,1
553,Thor: The Dark World,170000000,34.905447,2013,"707,368,701.68",112,6.8,4873,Action & Adventure,Science Fiction & Fantasy,,52,266,1
554,Dumbo,812000,14.655879,1941,"27,831,292.52",64,6.8,1206,Animation,Kids & Family,Science Fiction & Fantasy,6,31,1
555,Dumbo,812000,14.655879,1941,"27,831,292.52",64,6.8,1206,Animation,Kids & Family,Science Fiction & Fantasy,6,31,1
556,Big Eyes,10000000,7.412826,2014,"31,202,001.53",105,6.8,1236,Drama,,,42,183,1
557,Cinderella,2900000,14.436858,1950,"2,796,693,975.75",74,6.8,1760,Animation,Classics,Kids & Family,7,30,0
558,Cinderella,2900000,14.436858,1950,"2,796,693,975.75",74,6.8,1760,Kids & Family,Science Fiction & Fantasy,Romance,7,30,0
559,Cinderella,95000000,19.801128,2015,"586,399,240.77",105,6.7,2426,Animation,Classics,Kids & Family,7,30,0
560,Cinderella,95000000,19.801128,2015,"586,399,240.77",105,6.7,2426,Kids & Family,Science Fiction & Fantasy,Romance,7,30,0
561,Sing,75000000,20.045673,2016,"673,816,078.95",108,6.8,2363,Animation,Comedy,Musical & Performing Arts,33,180,1
562,Dawn of the Dead,28000000,13.157873,2004,"138,552,284.92",101,6.8,1039,Drama,Horror,Mystery & Suspense,37,181,1
563,Lawless,26000000,7.968423,2012,"59,778,316.66",115,6.8,1055,Drama,,,46,212,1
564,War Dogs,40000000,16.453573,2016,"91,875,698.05",114,6.8,1392,Comedy,Drama,,50,223,1
565,X-Men,75000000,0.954467,2000,"440,034,942.24",104,6.8,4172,Action & Adventure,Science Fiction & Fantasy,,39,159,1
566,Pacific Rim,180000000,33.949359,2013,"447,313,575.38",131,6.7,4903,Action & Adventure,Horror,Science Fiction & Fantasy,52,283,1
567,Escape Plan,50000000,14.191611,2013,"134,890,102.50",115,6.7,1688,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,26,108,1
568,The World's End,20000000,9.830382,2013,"50,579,530.84",109,6.7,1820,Comedy,,,50,233,1
569,Now You See Me 2,90000000,39.540653,2016,"356,809,466.13",129,6.7,3362,Mystery & Suspense,,,38,189,1
570,Don't Breathe,9900000,25.869883,2016,"167,377,858.61",88,6.7,1830,Horror,Mystery & Suspense,,38,222,0
571,World War Z,200000000,26.114917,2013,"583,681,890.56",116,6.7,5683,Action & Adventure,Horror,Science Fiction & Fantasy,54,268,1
572,Top Gun,15000000,20.301019,1986,"832,496,210.54",110,6.7,1736,Action & Adventure,Drama,,13,44,1
573,Easy A,8000000,15.138144,2010,"87,873,931.17",92,6.7,2282,Comedy,Romance,,39,187,1
574,Brave,185000000,15.876341,2012,"600,252,639.50",93,6.7,4760,Animation,Comedy,Kids & Family,51,239,0
575,War for the Planet of the Apes,152000000,146.161786,2017,"385,905,614.60",140,6.7,1675,Action & Adventure,Drama,Science Fiction & Fantasy,47,338,1
576,The Adventures of Tintin,130000000,19.201504,2011,"422,877,172.76",107,6.7,2095,Action & Adventure,Animation,Kids & Family,48,223,1
577,In Time,40000000,10.324613,2011,"197,750,348.59",109,6.7,3512,Mystery & Suspense,Science Fiction & Fantasy,,49,168,0
578,Spider-Man 2,200000000,10.834506,2004,"1,060,926,698.75",127,6.7,4432,Action & Adventure,Science Fiction & Fantasy,,52,267,1
579,"I, Robot",120000000,14.43075,2004,"470,026,299.74",115,6.7,3889,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,47,218,1
580,Pitch Black,23000000,6.424399,2000,"78,978,422.80",108,6.7,1812,Horror,Science Fiction & Fantasy,,30,107,1
581,Pocahontas,55000000,13.280069,1995,"580,660,091.58",81,6.7,1509,Action & Adventure,Animation,Drama,16,48,0
582,John Wick: Chapter 2,40000000,49.247505,2017,"178,958,584.68",122,6.7,2924,Action & Adventure,Drama,,44,262,1
583,21 Jump Street,42000000,11.250764,2012,"224,500,733.32",109,6.7,4151,Action & Adventure,Comedy,,43,216,1
584,Shrek 2,150000000,16.22986,2004,"1,245,117,895.29",93,6.7,3082,Animation,Comedy,Kids & Family,53,230,1
585,Fast & Furious 6,160000000,1.657637,2013,"865,516,899.76",130,6.7,5282,Action & Adventure,,,42,200,1
586,Kung Fu Panda 2,150000000,11.481921,2011,"756,858,676.09",91,6.7,1925,Action & Adventure,Animation,Comedy,41,176,1
587,Passengers,110000000,20.303632,2016,"322,974,831.94",116,6.7,4134,Drama,Mystery & Suspense,,10,28,2
588,Passengers,110000000,20.303632,2016,"322,974,831.94",116,6.7,4134,Action & Adventure,Drama,Science Fiction & Fantasy,10,28,2
589,Hook,70000000,14.508137,1991,"564,820,691.93",144,6.7,1563,Action & Adventure,Kids & Family,Science Fiction & Fantasy,13,46,1
590,Lemony Snicket's A Series of Unfortunate Events,140000000,12.817945,2004,"283,007,575.58",108,6.7,1521,Action & Adventure,Comedy,Kids & Family,39,161,1
591,Seven Psychopaths,15000000,9.643538,2012,"21,630,105.13",110,6.7,1224,Comedy,,,54,209,1
592,Trolls,125000000,16.83711,2016,"369,555,178.89",92,6.7,1054,Animation,Kids & Family,,33,160,1
593,Charlie and the Chocolate Factory,150000000,22.038405,2005,"621,861,304.14",115,6.7,3759,Comedy,Kids & Family,Science Fiction & Fantasy,48,224,1
594,Lincoln,65000000,10.680331,2012,"306,587,696.71",149,6.7,1456,Drama,,,53,272,1
595,Zero Dark Thirty,40000000,9.649303,2012,"147,919,238.16",157,6.7,1723,Drama,,,55,287,1
596,Megamind,130000000,11.603905,2010,"377,379,913.28",95,6.7,1968,Action & Adventure,Animation,Comedy,42,174,1
597,Kung Fu Panda 3,145000000,14.696548,2016,"555,264,083.14",95,6.7,1630,Animation,,,39,171,1
598,Enemy of the State,90000000,12.978751,1998,"393,197,319.42",132,6.7,1266,Action & Adventure,Mystery & Suspense,,21,76,1
599,The Princess and the Frog,105000000,16.616517,2009,"318,338,471.38",97,6.7,1293,Animation,Comedy,Kids & Family,46,193,0
600,Orphan,20000000,8.730934,2009,"49,585,833.94",123,6.7,1296,Drama,Horror,Mystery & Suspense,38,147,1
601,Step Up,12000000,14.21769,2006,"144,839,396.72",104,6.7,1092,Drama,,,34,102,1
602,The Proposal,40000000,8.058337,2009,"378,334,710.61",108,6.7,1858,Comedy,Romance,,43,179,1
603,Everest,55000000,10.758754,2015,"219,478,621.22",121,6.7,1805,Action & Adventure,Documentary,Television,2,6,2
604,Everest,55000000,10.758754,2015,"219,478,621.22",121,6.7,1805,Action & Adventure,Drama,Mystery & Suspense,2,6,2
605,Phone Booth,13000000,9.142772,2002,"139,060,345.67",81,6.7,1087,Mystery & Suspense,,,39,168,1
606,Mission: Impossible,80000000,15.793477,1996,"745,907,960.46",110,6.7,2677,Action & Adventure,Mystery & Suspense,,19,52,1
607,The Gift,5000000,8.585856,2015,"63,632,242.92",108,6.7,1077,Drama,Mystery & Suspense,,30,96,2
608,The Gift,5000000,8.585856,2015,"63,632,242.92",108,6.7,1077,Mystery & Suspense,,,30,96,2
609,The Holiday,85000000,14.043416,2006,"246,274,487.05",136,6.7,1259,Comedy,Romance,,41,153,1
610,Lethal Weapon 2,25000000,12.834276,1989,"469,856,969.52",114,6.7,1066,Action & Adventure,Drama,,5,22,1
611,Valkyrie,75000000,8.635464,2008,"237,856,819.32",121,6.7,1195,Drama,Mystery & Suspense,,47,194,1
612,Starship Troopers,105000000,14.412644,1997,"193,112,250.46",129,6.7,1584,Action & Adventure,Cult Movies,Science Fiction & Fantasy,14,50,0
613,Death Proof,25000000,13.412137,2007,"30,883,696.40",113,6.7,1359,Action & Adventure,Horror,Mystery & Suspense,9,40,1
614,Vicky Cristina Barcelona,15000000,9.648539,2008,"114,499,267.61",96,6.7,1050,Comedy,Drama,Romance,51,197,1
615,Red Dragon,78000000,2.968157,2002,"297,340,152.30",124,6.7,1142,Drama,Horror,Mystery & Suspense,42,182,1
616,The Lobster,4000000,11.223033,2015,"16,891,512.87",118,6.7,1340,Comedy,Cult Movies,Drama,44,250,1
617,Focus,50100000,10.035362,2015,"166,111,095.52",105,6.7,2588,Comedy,Drama,,53,218,1
618,Romeo + Juliet,14500000,11.774061,1996,"240,052,856.52",120,6.7,1406,Drama,Romance,,19,63,1
619,The Mist,18000000,8.435642,2007,"70,426,897.17",126,6.7,1438,Horror,,,33,134,0
620,Independence Day,75000000,17.634197,1996,"1,331,415,180.55",145,6.7,3334,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,21,64,1
621,Hotel Transylvania 2,80000000,11.760218,2015,"510,565,962.70",89,6.7,1528,Animation,,,24,104,1
622,Up in the Air,25000000,8.338562,2009,"195,106,848.48",109,6.7,1246,Comedy,Drama,Romance,57,273,1
623,The Matrix Reloaded,150000000,16.229317,2003,"1,026,412,736.66",138,6.7,3500,Mystery & Suspense,Science Fiction & Fantasy,,50,235,1
624,Pearl Harbor,140000000,11.419388,2001,"648,592,860.74",183,6.6,1833,Action & Adventure,Drama,Romance,50,189,1
625,Dredd,50000000,12.1524,2012,"45,702,746.64",95,6.6,1971,Action & Adventure,Science Fiction & Fantasy,,32,158,1
626,The Hunger Games: Mockingjay - Part 2,160000000,26.628178,2015,"704,985,680.75",137,6.6,4117,Action & Adventure,Drama,Science Fiction & Fantasy,50,278,1
627,Super 8,50000000,19.529911,2011,"295,716,068.81",112,6.6,2496,Action & Adventure,Science Fiction & Fantasy,,53,280,0
628,A Christmas Carol,200000000,12.869273,2009,"387,703,024.56",96,6.6,1137,Classics,Drama,Kids & Family,0,10,0
629,Pineapple Express,27000000,8.461369,2008,"120,694,251.53",111,6.6,1169,Comedy,,,47,195,1
630,Looper,30000000,12.727269,2012,"52,389,544.43",118,6.6,4777,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,55,258,1
631,50 First Dates,75000000,11.134888,2004,"265,964,388.18",99,6.6,2161,Comedy,,,41,164,1
632,Captain America: The First Avenger,140000000,19.323582,2011,"421,319,213.93",124,6.6,7174,Action & Adventure,Mystery & Suspense,,52,264,1
633,Thor,150000000,29.158489,2011,"510,861,788.45",115,6.6,6678,Action & Adventure,Drama,Science Fiction & Fantasy,53,279,1
634,Star Trek Beyond,185000000,20.659284,2016,"365,940,597.30",122,6.6,2636,Action & Adventure,Drama,Science Fiction & Fantasy,4,138,1
635,Ender's Game,110000000,12.500305,2013,"137,767,638.36",114,6.6,2354,Action & Adventure,Science Fiction & Fantasy,,44,213,1
636,The Good Dinosaur,175000000,12.319595,2015,"358,116,100.37",93,6.6,1782,Action & Adventure,Animation,Comedy,39,211,1
637,Meet the Parents,55000000,14.178281,2000,"490,676,784.59",108,6.6,1743,Comedy,,,38,137,1
638,King Kong,207000000,19.761164,2005,"720,097,286.23",187,6.6,2403,Action & Adventure,Classics,Horror,12,49,2
639,King Kong,207000000,19.761164,2005,"720,097,286.23",187,6.6,2403,Action & Adventure,Horror,Science Fiction & Fantasy,12,49,2
640,King Kong,207000000,19.761164,2005,"720,097,286.23",187,6.6,2403,Action & Adventure,,,12,49,2
641,The Cabin in the Woods,30000000,14.811958,2012,"74,043,948.85",95,6.6,2314,Horror,Mystery & Suspense,,49,275,0
642,Chappie,49000000,30.206365,2015,"112,636,980.69",120,6.6,3124,Action & Adventure,,,47,219,0
643,Cloud Atlas,102000000,13.494246,2012,"145,315,633.05",172,6.6,3031,Drama,Science Fiction & Fantasy,,55,274,1
644,The Transporter,21000000,13.217421,2002,"62,438,176.28",92,6.6,1724,Action & Adventure,Drama,,33,119,1
645,GoldenEye,58000000,14.686036,1995,"590,918,730.27",130,6.6,1194,Action & Adventure,Mystery & Suspense,,24,70,1
646,The Book of Eli,80000000,14.39853,2010,"184,192,815.01",118,6.6,2207,Action & Adventure,,,48,199,1
647,The Italian Job,60000000,13.995044,2003,"244,680,123.50",110,6.6,1949,Action & Adventure,Classics,Comedy,6,21,2
648,The Italian Job,60000000,13.995044,2003,"244,680,123.50",110,6.6,1949,Action & Adventure,Drama,,6,21,2
649,Enchanted,85000000,11.447798,2007,"419,984,045.42",107,6.6,1512,Comedy,Kids & Family,Romance,47,189,1
650,Real Steel,110000000,19.265552,2011,"340,253,256.98",127,6.6,2749,Action & Adventure,Drama,Science Fiction & Fantasy,48,226,1
651,Dear John,25000000,8.371479,2010,"134,798,924.77",115,6.6,1302,Drama,Romance,,40,134,1
652,Die Hard 2,70000000,18.785984,1990,"469,594,114.28",124,6.6,1920,Action & Adventure,Mystery & Suspense,,16,51,1
653,It Follows,2000000,20.359336,2015,"15,831,903.94",100,6.6,1894,Horror,,,49,250,0
654,Panic Room,48000000,14.969502,2002,"279,148,521.49",111,6.6,1303,Drama,Mystery & Suspense,,37,175,1
655,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,133.82782,2017,"828,538,928.32",129,6.6,2814,Action & Adventure,Drama,,42,276,1
656,Cars,120000000,18.907948,2006,"585,957,793.65",117,6.6,3991,Action & Adventure,Animation,Comedy,48,194,1
657,Chronicle,15000000,12.47441,2012,"161,483,013.94",84,6.6,1965,Art House & International,Drama,Horror,38,179,0
658,Transformers,150000000,5.587707,2007,"875,411,436.30",144,6.6,4113,Action & Adventure,Science Fiction & Fantasy,,50,219,1
659,Disturbia,20000000,18.006896,2007,"145,254,540.59",105,6.6,1038,Drama,Mystery & Suspense,,45,171,1
660,The Hunger Games: Mockingjay - Part 1,125000000,147.098006,2014,"812,471,603.53",123,6.6,5767,Action & Adventure,Drama,Science Fiction & Fantasy,55,285,1
661,The Purge: Anarchy,9000000,27.756026,2014,"117,514,887.95",104,6.6,2008,Horror,,,27,134,0
662,2 Guns,61000000,13.336512,2013,"144,794,691.38",109,6.6,1611,Action & Adventure,Drama,Mystery & Suspense,47,182,1
663,The Mummy,80000000,23.984065,1999,"638,306,838.42",124,6.6,2796,Classics,Horror,Romance,5,23,3
664,The Mummy,80000000,23.984065,1999,"638,306,838.42",124,6.6,2796,Art House & International,Classics,Horror,5,23,3
665,The Mummy,80000000,23.984065,1999,"638,306,838.42",124,6.6,2796,Action & Adventure,Horror,Mystery & Suspense,5,23,3
666,The Mummy,80000000,23.984065,1999,"638,306,838.42",124,6.6,2796,Action & Adventure,Drama,Horror,5,23,3
667,The Mummy,125000000,33.704935,2017,"425,413,455.42",110,5.4,2122,Classics,Horror,Romance,5,23,3
668,The Mummy,125000000,33.704935,2017,"425,413,455.42",110,5.4,2122,Art House & International,Classics,Horror,5,23,3
