,title,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,first_genre,second_genre,third_genre,top_critic_review_count,review_count,star_power
892,Paper Towns,12000000,9.662731,2015,"92,259,473.04",109,6.1,1997,Drama,,,33,138,0
893,Resident Evil: Extinction,45000000,3.009134,2007,"183,063,024.70",94,6.1,1308,Action & Adventure,Horror,Science Fiction & Fantasy,18,98,1
894,Men in Black II,140000000,16.775716,2002,"627,977,031.28",88,6.1,3188,Comedy,Science Fiction & Fantasy,,40,193,1
895,The Purge: Election Year,10000000,13.1789,2016,"126,345,503.82",105,6.1,1356,Action & Adventure,Horror,Mystery & Suspense,32,154,0
896,Taken 2,45000000,16.376482,2012,"418,899,529.37",91,6.1,2783,Mystery & Suspense,,,39,166,1
897,National Treasure: Book of Secrets,130000000,12.854373,2007,"564,147,429.12",124,6.1,1782,Action & Adventure,,,29,111,1
898,John Carter,260000000,14.670353,2012,"316,438,884.45",132,6.1,2170,Action & Adventure,Horror,Kids & Family,47,230,1
899,Magic Mike,7000000,8.732425,2012,"186,230,643.31",110,6.1,1062,Comedy,Drama,,44,204,1
900,27 Dresses,30000000,10.342202,2008,"190,331,202.36",111,6.1,1013,Comedy,Romance,,41,146,1
901,The Incredible Hulk,150000000,19.125537,2008,"194,431,850.08",114,6.1,3086,Action & Adventure,Science Fiction & Fantasy,,47,228,1
902,Resident Evil: Apocalypse,45000000,7.850797,2004,"175,152,246.21",94,6.1,1286,Horror,,,29,127,1
903,The Boss Baby,125000000,13.392824,2017,"520,387,482.56",97,6.1,2336,Animation,Comedy,Kids & Family,32,175,1
904,300: Rise of an Empire,110000000,12.904677,2014,"364,677,731.48",102,6.1,2438,Action & Adventure,Drama,,37,189,0
905,Godzilla,160000000,14.019239,2014,"571,545,208.46",123,6.1,3232,Action & Adventure,Horror,Science Fiction & Fantasy,12,63,2
906,Godzilla,160000000,14.019239,2014,"571,545,208.46",123,6.1,3232,Mystery & Suspense,Science Fiction & Fantasy,,12,63,2
907,Godzilla,130000000,11.295121,1998,"594,564,140.96",139,5.3,1075,Action & Adventure,Horror,Science Fiction & Fantasy,12,63,2
908,Godzilla,130000000,11.295121,1998,"594,564,140.96",139,5.3,1075,Mystery & Suspense,Science Fiction & Fantasy,,12,63,2
909,Baywatch,69000000,35.637691,2017,"185,548,638.23",116,6.1,1829,Action & Adventure,Comedy,,50,232,1
910,What Women Want,70000000,9.963079,2000,"555,518,951.68",127,6.1,1021,Art House & International,Comedy,Romance,3,5,1
911,What Women Want,70000000,9.963079,2000,"555,518,951.68",127,6.1,1021,Comedy,,,3,5,1
912,The Woman in Black,17000000,8.896679,2012,"142,250,649.80",95,6.1,1237,Drama,Horror,Mystery & Suspense,45,187,1
913,17 Again,20000000,11.362762,2009,"162,440,995.87",102,6.1,1388,Comedy,Drama,Science Fiction & Fantasy,39,139,0
914,Zoolander,28000000,10.40782,2001,"87,756,616.84",89,6.1,1363,Comedy,Special Interest,,32,131,1
915,The Expendables 3,90000000,14.753545,2014,"222,722,093.37",127,6.1,1830,Action & Adventure,,,40,165,1
916,Underworld: Awakening,70000000,12.345348,2012,"178,313,632.29",88,6.1,1885,Action & Adventure,Horror,Science Fiction & Fantasy,13,75,1
917,The Family,30000000,8.047735,2013,"40,488,640.91",111,6.1,1052,Action & Adventure,Comedy,Drama,30,135,1
918,Casper,50000000,12.812539,1995,"483,092,120.77",100,6,1045,Drama,Kids & Family,Science Fiction & Fantasy,10,27,1
919,The Mummy Returns,98000000,16.945657,2001,"625,191,948.97",130,6,2258,Action & Adventure,Horror,Mystery & Suspense,36,126,1
920,The Expendables,80000000,14.75562,2010,"321,788,536.20",103,6,2977,Action & Adventure,Mystery & Suspense,,42,201,1
921,Antz,60000000,16.025625,1998,"269,438,561.77",83,6,1320,Animation,Comedy,Kids & Family,25,82,1
922,Shrek Forever After,165000000,11.803808,2010,"882,347,738.16",93,6,2021,Action & Adventure,Animation,Comedy,42,192,1
923,The Purge,3000000,23.207663,2013,"98,031,458.90",86,6,2498,Mystery & Suspense,Science Fiction & Fantasy,,36,150,1
924,American Wedding,55000000,14.397139,2003,"321,638,919.60",103,6,1158,Comedy,,,36,138,0
925,Death Race,45000000,13.53003,2008,"87,603,694.11",105,6,1205,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,33,150,1
926,The Hangover Part III,103000000,25.085639,2013,"397,267,890.17",100,6,2991,Comedy,,,41,199,1
927,Transformers: Revenge of the Fallen,150000000,4.351756,2009,"996,928,676.92",150,6,3192,Action & Adventure,Science Fiction & Fantasy,,53,244,1
928,Scary Movie,19000000,12.446738,2000,"412,831,913.15",88,6,1468,Comedy,Horror,,30,106,1
929,The Host,44000000,11.342024,2013,"69,496,846.76",125,6,1859,Action & Adventure,Art House & International,Comedy,44,144,1
930,The Host,44000000,11.342024,2013,"69,496,846.76",125,6,1859,Action & Adventure,Science Fiction & Fantasy,Romance,44,144,1
931,Fifty Shades Darker,55000000,29.130443,2017,"395,210,894.39",118,6,2341,Drama,Romance,,44,195,1
932,The BFG,140000000,18.769476,2016,"195,339,446.28",120,6,1026,Kids & Family,Science Fiction & Fantasy,,53,285,0
933,Johnny English Reborn,45000000,10.668658,2011,"182,001,309.20",101,6,1026,Comedy,Mystery & Suspense,,24,87,0
934,Shrek the Third,160000000,14.072479,2007,"985,497,360.30",93,6,2355,Animation,Comedy,Kids & Family,50,209,1
935,The Huntsman: Winter's War,115000000,17.260203,2016,"175,369,887.83",114,6,1575,Action & Adventure,Drama,Science Fiction & Fantasy,40,208,1
936,The Visit,5000000,15.021058,2015,"106,218,062.67",94,6,1405,Horror,Mystery & Suspense,,39,220,0
937,American Ultra,28000000,9.534828,2015,"29,280,912.60",96,6,1099,Action & Adventure,Comedy,,41,171,1
938,Under the Skin,13300000,6.707974,2014,"5,812,125.82",108,6,1118,Science Fiction & Fantasy,,,53,238,1
939,The Tourist,100000000,12.845045,2010,"326,784,094.70",103,6,1744,Action & Adventure,Mystery & Suspense,Romance,39,164,1
940,Van Helsing,160000000,12.643312,2004,"406,436,402.10",132,6,1674,Action & Adventure,Horror,,42,214,1
941,The Bourne Legacy,130000000,14.89499,2012,"308,012,631.74",120,6,2683,Action & Adventure,Mystery & Suspense,,48,222,1
942,Mama,15000000,16.018525,2013,"160,770,300.62",100,6,1452,Art House & International,Horror,,40,161,1
943,Robots,75000000,12.949715,2005,"341,322,178.01",91,6,1383,Animation,Comedy,Kids & Family,38,170,1
944,San Andreas,110000000,20.547925,2015,"507,613,948.28",114,6,3017,Action & Adventure,,,48,239,1
945,Click,82500000,9.796552,2006,"301,463,830.13",107,6,2167,Comedy,Kids & Family,,43,164,1
946,Percy Jackson & the Olympians: The Lightning Thief,95000000,9.785895,2010,"265,544,870.89",118,6,2079,Action & Adventure,Comedy,Drama,38,142,1
947,Predators,40000000,9.034929,2010,"148,013,853.66",107,6,1231,Action & Adventure,Horror,Science Fiction & Fantasy,30,193,1
948,Get Smart,80000000,11.35779,2008,"273,972,458.58",110,6,1072,Action & Adventure,Comedy,,46,217,1
949,Grown Ups,80000000,23.981251,2010,"318,224,205.99",102,6,1746,Comedy,,,38,159,1
950,American Pie 2,30000000,10.25103,2001,"415,174,783.97",108,6,1375,Comedy,,,34,110,0
951,Jobs,12000000,14.294019,2013,"39,432,023.76",128,6,1183,Drama,,,37,131,1
952,Jack Ryan: Shadow Recruit,60000000,11.234862,2014,"54,606,703.25",105,5.9,1194,Action & Adventure,Drama,Mystery & Suspense,41,177,1
953,Sucker Punch,82000000,13.779527,2011,"102,089,563.19",110,5.9,1661,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,41,213,1
954,The Secret Life of Pets,75000000,11.01395,2016,"932,727,477.05",87,5.9,3536,Animation,Comedy,,46,224,0
955,Suicide Squad,175000000,42.965027,2016,"794,374,724.20",123,5.9,7717,Action & Adventure,,,60,364,1
956,I Am Number Four,50000000,9.388376,2011,"164,281,087.73",109,5.9,1606,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,35,160,0
957,Surrogates,80000000,16.211937,2009,"145,963,301.63",89,5.9,1219,Action & Adventure,Comedy,Mystery & Suspense,26,113,1
958,Percy Jackson: Sea of Monsters,90000000,10.338222,2013,"191,587,067.08",106,5.9,1685,Action & Adventure,Drama,Science Fiction & Fantasy,31,115,1
959,Transcendence,100000000,9.730176,2014,"111,310,258.85",119,5.9,2339,Drama,Science Fiction & Fantasy,,52,219,1
960,Paranormal Activity,15000,12.706424,2007,"238,500,135.36",86,5.9,1351,Horror,Mystery & Suspense,,36,199,0
961,Date Night,55000000,8.443736,2010,"178,513,865.73",97,5.9,1148,Comedy,Romance,,48,222,1
962,The Twilight Saga: Eclipse,68000000,34.047399,2010,"818,909,846.07",124,5.9,2382,Drama,Science Fiction & Fantasy,Romance,49,236,1
963,Jason Bourne,120000000,19.133256,2016,"442,664,552.12",123,5.9,2386,Action & Adventure,Drama,,53,309,1
964,Spider-Man 3,258000000,27.614265,2007,"1,098,870,597.05",139,5.9,3687,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,57,254,1
965,Transporter 3,30000000,9.296824,2008,"129,429,032.42",104,5.9,1110,Action & Adventure,,,29,109,1
966,Waterworld,175000000,16.885184,1995,"443,311,016.10",135,5.9,1017,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,11,37,1
967,Happy Feet,100000000,15.088318,2006,"487,473,288.52",108,5.9,1457,Animation,Comedy,Kids & Family,45,162,1
968,Final Destination 2,26000000,12.638573,2003,"125,663,216.08",90,5.9,1046,Horror,,,26,95,0
969,The Angry Birds Movie,73000000,11.171927,2016,"372,660,954.77",97,5.9,1048,Animation,Kids & Family,,28,155,1
970,The Lone Ranger,255000000,12.729104,2013,"97,988,969.90",149,5.9,2361,Action & Adventure,Kids & Family,Western,48,238,1
971,Trainwreck,35000000,17.310647,2015,"151,904,996.92",125,5.9,1193,Comedy,,,50,271,0
972,Resident Evil: The Final Chapter,40000000,0.75571,2016,"332,668,497.78",107,5.9,1139,Action & Adventure,Horror,Science Fiction & Fantasy,15,100,1
973,The Dictator,65000000,7.446085,2012,"199,770,673.29",83,5.9,1789,Comedy,,,49,215,1
974,The Magnificent Seven,90000000,13.809622,2016,"172,981,727.60",132,5.9,2358,Action & Adventure,Classics,Drama,7,30,2
975,The Magnificent Seven,90000000,13.809622,2016,"172,981,727.60",132,5.9,2358,Action & Adventure,Drama,Western,7,30,2
976,47 Ronin,175000000,14.88937,2013,"165,669,977.93",119,5.9,1357,Action & Adventure,Drama,Science Fiction & Fantasy,18,86,1
977,Knowing,50000000,9.806904,2009,"185,303,658.57",121,5.9,1528,Drama,Mystery & Suspense,Science Fiction & Fantasy,34,178,1
978,This Means War,65000000,12.366641,2012,"174,818,790.18",103,5.9,1411,Action & Adventure,Comedy,Romance,42,177,1
979,Terminator Salvation,200000000,16.507496,2009,"442,680,477.18",115,5.9,2496,Action & Adventure,Drama,Mystery & Suspense,50,270,1
980,The Sorcerer's Apprentice,150000000,12.533525,2010,"252,398,224.80",109,5.9,1526,Action & Adventure,Comedy,Drama,39,170,1
981,Jumper,85000000,11.03897,2008,"263,931,789.41",88,5.9,1855,Action & Adventure,Drama,Science Fiction & Fantasy,42,156,1
982,Ghost in the Shell,110000000,68.726676,2017,"177,145,455.73",107,5.9,2547,Animation,Anime & Manga,Art House & International,8,40,1
983,Ghost in the Shell,110000000,68.726676,2017,"177,145,455.73",107,5.9,2547,Action & Adventure,Drama,Science Fiction & Fantasy,8,40,1
984,Journey 2: The Mysterious Island,79000000,9.46307,2012,"396,126,475.31",94,5.8,1050,Action & Adventure,Kids & Family,Science Fiction & Fantasy,34,129,1
985,The Boy,10000000,17.028854,2016,"68,387,356.01",97,5.8,1133,Horror,Mystery & Suspense,,9,60,0
986,The Boy,10000000,17.028854,2016,"68,387,356.01",97,5.8,1133,Drama,Horror,Mystery & Suspense,9,60,0
987,Snow White and the Huntsman,170000000,18.751554,2012,"441,683,885.02",127,5.8,3183,Action & Adventure,Drama,Science Fiction & Fantasy,48,230,1
988,Transformers: Age of Extinction,210000000,18.495599,2014,"1,179,012,603.73",165,5.8,3136,Action & Adventure,Science Fiction & Fantasy,,52,204,1
989,Resident Evil: Afterlife,60000000,0.452934,2010,"351,986,799.99",97,5.8,1382,Action & Adventure,Horror,Mystery & Suspense,15,102,1
990,London Has Fallen,60000000,15.037993,2016,"219,214,217.07",99,5.8,1656,Action & Adventure,,,36,191,1
991,Journey to the Center of the Earth,45000000,10.419974,2008,"120,785,957.93",93,5.8,1353,Action & Adventure,Classics,Science Fiction & Fantasy,2,22,2
992,Journey to the Center of the Earth,45000000,10.419974,2008,"120,785,957.93",93,5.8,1353,Action & Adventure,Kids & Family,Science Fiction & Fantasy,2,22,2
993,Grown Ups 2,80000000,9.411725,2013,"271,046,694.78",100,5.8,1180,Comedy,,,30,111,1
994,Snitch,35000000,13.542675,2013,"47,112,957.65",112,5.8,1155,Action & Adventure,Drama,Mystery & Suspense,34,143,1
995,Teenage Mutant Ninja Turtles,125000000,22.337973,2014,"515,505,027.46",101,5.8,2677,Action & Adventure,Science Fiction & Fantasy,,41,149,1
996,Cars 2,200000000,13.693002,2011,"636,524,044.72",106,5.8,2088,Action & Adventure,Animation,Comedy,49,210,1
997,Die Another Day,140000000,12.996474,2002,"613,980,068.71",133,5.8,1112,Action & Adventure,Mystery & Suspense,,46,211,1
998,Carrie,30000000,18.399055,2013,"90,421,542.67",100,5.8,1505,Horror,,,13,54,2
999,Carrie,30000000,18.399055,2013,"90,421,542.67",100,5.8,1505,Horror,,,13,54,2
1000,Terminator Genisys,155000000,30.188198,2015,"475,368,457.43",126,5.8,3677,Action & Adventure,,,43,258,1
1001,Twilight,37000000,31.282029,2008,"466,289,229.04",122,5.8,3688,Mystery & Suspense,,,14,41,2
1002,Twilight,37000000,31.282029,2008,"466,289,229.04",122,5.8,3688,Horror,Mystery & Suspense,Science Fiction & Fantasy,14,41,2
1003,Shark Tale,75000000,17.999273,2004,"497,153,109.36",90,5.8,1612,Action & Adventure,Animation,Comedy,39,176,1
1004,The Golden Compass,180000000,11.481379,2007,"459,143,534.61",113,5.8,1347,Action & Adventure,Drama,Science Fiction & Fantasy,46,190,1
1005,The Great Wall,150000000,15.884744,2016,"353,672,632.29",103,5.8,1465,Action & Adventure,Drama,Mystery & Suspense,43,227,1
1006,The Monuments Men,70000000,11.132411,2014,"167,424,663.07",118,5.8,1545,Action & Adventure,Drama,,56,246,1
1007,Blade: Trinity,65000000,18.860681,2004,"174,489,688.12",123,5.7,1276,Action & Adventure,Horror,Mystery & Suspense,39,166,1
1008,Inferno,75000000,18.311054,2016,"234,414,316.36",121,5.7,2316,Horror,Mystery & Suspense,,1,9,1
1009,Inferno,75000000,18.311054,2016,"234,414,316.36",121,5.7,2316,Action & Adventure,Drama,Mystery & Suspense,1,9,1
1010,Dirty Grandpa,11500000,16.290586,2016,"100,226,971.91",102,5.7,1429,Comedy,,,5,59,1
1011,The League of Extraordinary Gentlemen,78000000,10.488765,2003,"249,120,177.52",110,5.7,1181,Action & Adventure,Science Fiction & Fantasy,,42,172,1
1012,Parker,35000000,13.963892,2013,"50,719,292.29",118,5.7,1467,Mystery & Suspense,,,30,103,1
1013,Dark Shadows,150000000,10.665859,2012,"273,437,682.92",113,5.7,2383,Drama,Horror,Mystery & Suspense,50,248,1
1014,Alien: Covenant,97000000,72.884078,2017,"242,430,143.35",122,5.7,2677,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,54,382,1
1015,The Last Witch Hunter,90000000,13.412445,2015,"158,530,666.19",106,5.7,1345,Action & Adventure,Science Fiction & Fantasy,,31,134,1
1016,Bee Movie,150000000,8.774374,2007,"354,741,598.35",91,5.7,1208,Animation,Comedy,Kids & Family,50,167,0
1017,"Hail, Caesar!",22000000,11.241366,2016,"67,811,273.50",106,5.7,1338,Comedy,,,57,345,1
1018,Jurassic Park III,93000000,0.648867,2001,"532,452,020.67",92,5.7,2109,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,40,176,0
1019,Batman v Superman: Dawn of Justice,250000000,31.435879,2016,"930,385,965.02",151,5.7,7189,Action & Adventure,Science Fiction & Fantasy,,59,404,1
1020,Valentine's Day,52000000,7.466721,2010,"253,807,344.01",125,5.7,1043,Comedy,Romance,,44,183,1
1021,Indiana Jones and the Kingdom of the Crystal Skull,185000000,12.577266,2008,"934,244,466.50",122,5.7,2558,Action & Adventure,,,53,261,1
1022,Exodus: Gods and Kings,140000000,16.320249,2014,"289,546,845.88",150,5.6,1957,Classics,Drama,,47,198,1
1023,Ice Age: Collision Course,105000000,20.151037,2016,"435,306,916.74",100,5.6,1170,Animation,Kids & Family,,30,116,0
1024,Resident Evil: Retribution,65000000,0.948759,2012,"267,459,588.43",95,5.6,1618,Action & Adventure,,,12,73,0
1025,Into the Woods,50000000,9.580785,2014,"229,992,127.25",125,5.6,1688,Kids & Family,Musical & Performing Arts,,48,214,1
1026,The 5th Wave,38000000,10.788263,2016,"117,096,080.50",112,5.6,1993,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,32,135,1
1027,Charlie's Angels,92000000,9.774985,2000,"392,170,661.19",98,5.6,1253,Action & Adventure,Comedy,,36,130,1
1028,Pixels,88000000,21.14796,2015,"262,860,777.08",105,5.6,2564,Animation,Comedy,Drama,41,194,1
1029,Clash of the Titans,125000000,11.972347,2010,"272,832,414.68",106,5.6,2280,Action & Adventure,Drama,Science Fiction & Fantasy,3,25,1
1030,Clash of the Titans,125000000,11.972347,2010,"272,832,414.68",106,5.6,2280,Action & Adventure,Drama,Science Fiction & Fantasy,3,25,1
1031,Planet of the Apes,100000000,17.319836,2001,"522,967,486.83",119,5.6,1270,Classics,Science Fiction & Fantasy,,11,46,2
1032,Planet of the Apes,100000000,17.319836,2001,"522,967,486.83",119,5.6,1270,Action & Adventure,Drama,Science Fiction & Fantasy,11,46,2
1033,The Twilight Saga: New Moon,50000000,30.121292,2009,"846,167,282.21",130,5.6,2518,Horror,Mystery & Suspense,Science Fiction & Fantasy,53,220,1
1034,2012,200000000,16.698628,2009,"917,484,495.30",158,5.6,4994,Action & Adventure,Drama,Mystery & Suspense,48,239,1
1035,G.I. Joe: The Rise of Cobra,175000000,11.787058,2009,"360,565,630.06",118,5.6,1988,Action & Adventure,Science Fiction & Fantasy,,35,165,0
1036,Sausage Party,19000000,17.56963,2016,"149,909,795.15",83,5.6,2310,Animation,Comedy,,41,226,1
1037,Identity Thief,35000000,7.321172,2013,"190,913,532.43",111,5.6,1667,Comedy,,,45,173,1
1038,Neighbors 2: Sorority Rising,35000000,9.914008,2016,"115,873,140.92",91,5.6,1490,Comedy,,,38,197,1
1039,Beautiful Creatures,60000000,20.485203,2013,"65,902,711.10",124,5.6,1017,Comedy,Drama,Mystery & Suspense,20,52,0
1040,Beautiful Creatures,60000000,20.485203,2013,"65,902,711.10",124,5.6,1017,Drama,Science Fiction & Fantasy,Romance,20,52,0
1041,Battle: Los Angeles,70000000,6.753746,2011,"230,194,528.72",116,5.5,1462,Action & Adventure,Science Fiction & Fantasy,,39,204,1
1042,The Smurfs,110000000,10.219758,2011,"640,954,654.92",103,5.5,1201,Action & Adventure,Animation,Comedy,30,113,1
1043,Mirror Mirror,85000000,14.170183,2012,"203,823,327.85",106,5.5,1148,Science Fiction & Fantasy,,,39,188,1
1044,Jack the Giant Slayer,195000000,11.606061,2013,"216,947,296.51",114,5.5,2634,Action & Adventure,Drama,Science Fiction & Fantasy,40,202,1
1045,Wrath of the Titans,150000000,7.739904,2012,"335,216,463.41",99,5.5,1459,Action & Adventure,Science Fiction & Fantasy,,34,169,1
1046,The Green Hornet,120000000,7.888013,2011,"259,016,764.40",119,5.5,1274,Action & Adventure,Comedy,Science Fiction & Fantasy,50,230,1
1047,xXx: Return of Xander Cage,85000000,17.918269,2017,"361,117,732.15",107,5.5,1497,Action & Adventure,Drama,,27,140,1
1048,Abraham Lincoln: Vampire Hunter,69000000,7.922636,2012,"125,026,986.25",94,5.5,1297,Action & Adventure,Horror,Mystery & Suspense,41,183,0
1049,Annabelle,6500000,23.242452,2014,"275,764,740.11",99,5.5,1588,Horror,,,28,128,0
1050,Fantastic Four,100000000,19.382082,2005,"432,817,379.15",106,5.5,3040,Action & Adventure,Science Fiction & Fantasy,,42,205,2
1051,Fantastic Four,100000000,19.382082,2005,"432,817,379.15",106,5.5,3040,Action & Adventure,,,42,205,2
1052,Fantastic Four,120000000,17.246484,2015,"181,231,524.46",100,4.4,2322,Action & Adventure,Science Fiction & Fantasy,,42,205,2
1053,Fantastic Four,120000000,17.246484,2015,"181,231,524.46",100,4.4,2322,Action & Adventure,,,42,205,2
1054,Battleship,209000000,13.106966,2012,"337,472,197.36",131,5.5,2141,Action & Adventure,Science Fiction & Fantasy,,43,219,1
1055,Little Fockers,100000000,9.73941,2010,"364,206,119.14",98,5.5,1092,Comedy,,,39,144,1
1056,Unfriended,1000000,10.07817,2015,"67,843,672.63",82,5.5,1092,Horror,Mystery & Suspense,,40,176,0
1057,Alvin and the Chipmunks,60000000,11.805233,2007,"445,737,810.22",92,5.5,1212,Animation,Comedy,Kids & Family,33,101,0
1058,Hitman: Agent 47,35000000,10.721799,2015,"88,434,923.90",96,5.5,1183,Action & Adventure,,,29,124,0
1059,Noah,125000000,14.924487,2014,"391,746,522.37",139,5.5,2408,Classics,Drama,,53,253,1
1060,The Legend of Tarzan,180000000,45.38298,2016,"380,080,002.91",109,5.5,2488,Action & Adventure,,,49,244,1
1061,G.I. Joe: Retaliation,130000000,10.560608,2013,"408,106,284.48",110,5.4,3045,Action & Adventure,Science Fiction & Fantasy,,38,172,1
1062,Assassin's Creed,125000000,27.54107,2016,"256,443,507.41",115,5.4,2776,Action & Adventure,Drama,,34,216,1
1063,Superman Returns,270000000,13.284712,2006,"496,029,071.40",154,5.4,1429,Action & Adventure,Drama,Science Fiction & Fantasy,52,259,0
1064,The Circle,18000000,88.439243,2017,"21,384,327.67",110,5.4,1015,Drama,,,10,21,1
1065,The Circle,18000000,88.439243,2017,"21,384,327.67",110,5.4,1015,Drama,Mystery & Suspense,,10,21,1
1066,Scary Movie 2,45000000,10.869056,2001,"203,896,823.06",83,5.4,1019,Comedy,,,31,104,1
1067,Dumb and Dumber To,40000000,15.402597,2014,"183,469,892.09",110,5.4,1140,Comedy,,,35,145,1
1068,R.I.P.D.,130000000,9.369679,2013,"67,654,598.50",96,5.4,1280,Action & Adventure,Comedy,,27,100,1
1069,Bad Teacher,20000000,7.310686,2011,"245,805,685.66",92,5.4,1634,Comedy,,,44,182,1
1070,Mortdecai,60000000,10.241861,2015,"32,818,674.23",106,5.4,1078,Action & Adventure,,,22,104,1
1071,Cowboys & Aliens,163000000,10.958669,2011,"198,764,199.66",119,5.4,2054,Action & Adventure,Science Fiction & Fantasy,Western,49,247,1
1072,Jack Reacher: Never Go Back,60000000,15.60562,2016,"172,753,131.81",118,5.3,1843,Action & Adventure,Drama,,43,231,1
1073,Evan Almighty,175000000,9.156877,2007,"213,391,702.85",96,5.3,1194,Comedy,Science Fiction & Fantasy,,49,192,1
1074,Hulk,137000000,15.422638,2003,"340,971,058.35",138,5.3,1571,Action & Adventure,Science Fiction & Fantasy,,47,225,1
1075,The Bling Ring,15000000,7.913029,2013,"21,011,002.89",90,5.3,1205,Drama,,,53,199,1
1076,Mechanic: Resurrection,40000000,14.288577,2016,"133,954,448.62",99,5.3,1236,Action & Adventure,Mystery & Suspense,,11,57,1
1077,Ghost Rider,110000000,11.902354,2007,"282,143,787.22",114,5.2,1754,Action & Adventure,Horror,Mystery & Suspense,29,136,1
1078,The Mummy: Tomb of the Dragon Emperor,145000000,14.250227,2008,"476,398,481.15",112,5.2,1418,Action & Adventure,Comedy,Drama,46,170,1
1079,Sex Tape,40000000,27.470696,2014,"136,189,156.96",97,5.2,1733,Comedy,,,40,152,1
1080,Jupiter Ascending,176000003,21.463465,2015,"198,504,897.77",124,5.2,2816,Action & Adventure,Science Fiction & Fantasy,,49,257,1
1081,Pompeii,130000000,12.204174,2014,"127,290,021.32",105,5.2,1294,Action & Adventure,Drama,Mystery & Suspense,35,159,1
1082,Fifty Shades of Grey,40000000,33.068431,2015,"616,060,198.02",125,5.2,3350,Romance,,,55,272,0
1083,The Day the Earth Stood Still,80000000,9.265322,2008,"276,832,790.28",104,5.2,1057,Classics,Drama,Science Fiction & Fantasy,6,44,1
1084,The Day the Earth Stood Still,80000000,9.265322,2008,"276,832,790.28",104,5.2,1057,Science Fiction & Fantasy,,,6,44,1
1085,Batman Forever,100000000,13.321354,1995,"564,635,840.69",121,5.2,1529,Action & Adventure,Science Fiction & Fantasy,,16,59,1
1086,Underworld: Blood Wars,35000000,20.02976,2016,"86,398,167.23",91,5.2,1619,Action & Adventure,Drama,Horror,15,94,1
1087,Wild Wild West,170000000,9.887602,1999,"340,889,357.33",106,5.1,1042,Action & Adventure,Comedy,Western,40,127,1
1088,Green Lantern,200000000,13.985631,2011,"249,959,736.24",114,5.1,2551,Action & Adventure,Science Fiction & Fantasy,,48,235,1
1089,Daredevil,78000000,11.415558,2003,"249,001,379.85",103,5,1551,Action & Adventure,Science Fiction & Fantasy,,45,220,1
1090,After Earth,130000000,10.747642,2013,"267,599,517.48",100,5,2579,Action & Adventure,Science Fiction & Fantasy,,44,200,1
1091,Spring Breakers,5000000,14.830235,2013,"34,815,018.96",94,5,1580,Action & Adventure,Art House & International,Comedy,46,189,1
1092,Ouija,5000000,13.288564,2014,"111,905,501.88",89,4.9,1006,Action & Adventure,Horror,Mystery & Suspense,22,87,0
1093,Independence Day: Resurgence,165000000,16.993841,2016,"415,173,628.25",120,4.9,2550,Action & Adventure,Drama,Science Fiction & Fantasy,33,218,1
1094,Rings,25000000,24.535733,2017,"86,673,943.59",102,4.8,1075,Drama,Horror,,20,111,0
1095,The Last Airbender,150000000,9.544657,2010,"373,412,184.37",103,4.7,1180,Action & Adventure,Kids & Family,Science Fiction & Fantasy,43,188,0
1096,Ghost Rider: Spirit of Vengeance,57000000,9.421301,2011,"169,652,635.28",95,4.7,1163,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,21,112,1
1097,Batman & Robin,125000000,17.038824,1997,"379,498,823.02",125,4.2,1447,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,28,87,1
1098,The Boy Next Door,4000000,10.200398,2015,"56,562,409.80",91,4.1,1034,Mystery & Suspense,,,37,132,1
