,title,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,star_power
0,The Godfather,6000000,41.109264,1972,"1,499,126,346.72",175,8.5,6024,1
1,The Shawshank Redemption,25000000,51.645403,1994,"48,899,552.11",142,8.5,8358,1
2,Fight Club,63000000,63.869599,1999,"154,791,744.55",139,8.3,9678,1
3,Schindler's List,22000000,41.725122999999996,1993,"568,672,494.68",195,8.3,4436,1
4,One Flew Over the Cuckoo's Nest,3000000,35.529554,1975,"517,964,907.39",133,8.3,3001,1
5,The Dark Knight,185000000,123.167259,2008,"1,193,058,960.20",152,8.3,12269,1
6,Whiplash,3300000,64.29999000000001,2014,"14,142,899.87",105,8.3,4376,1
7,Psycho,806948,36.826309,1960,"276,432,432.43",109,8.3,2405,1
8,The Godfather: Part II,13000000,36.629307,1974,"246,586,297.03",200,8.3,3418,0
9,Pulp Fiction,8000000,140.95023600000005,1994,"369,106,507.72",154,8.3,8670,1
10,GoodFellas,25000000,15.424092000000002,1990,"91,630,190.86",145,8.2,3211,1
11,The Empire Strikes Back,18000000,19.470959,1980,"1,670,738,834.95",124,8.2,5998,0
12,American History X,20000000,18.157166,1998,"37,453,190.02",119,8.2,3120,1
13,Forrest Gump,55000000,48.307194,1994,"1,169,707,412.44",142,8.2,8147,1
14,12 Angry Men,350000,16.503959,1957,"9,099,644.13",96,8.2,2130,1
15,Rear Window,1000000,17.911314,1954,"349,465,978.96",112,8.2,1531,1
16,The Green Mile,60000000,19.96678,1999,"436,808,043.22",189,8.2,4166,1
17,The Shining,19000000,19.611589000000002,1980,"136,592,749.17",144,8.1,3890,1
18,Inception,160000000,29.108148999999997,2010,"967,852,947.06",148,8.1,14075,1
19,The Lord of the Rings: The Return of the King,94000000,29.324358,2003,"1,554,890,825.71",201,8.1,8226,1
20,The Silence of the Lambs,19000000,4.307222,1991,"512,043,797.03",119,8.1,4549,1
21,Se7en,33000000,18.45743,1995,"549,170,881.54",127,8.1,5915,0
22,The Usual Suspects,6000000,16.302466,1995,"39,162,985.15",106,8.1,3334,1
23,Interstellar,165000000,32.213481,2014,"729,312,160.32",169,8.1,11187,1
24,Memento,9000000,15.450789000000002,2000,"58,984,876.00",113,8.1,4168,1
25,Reservoir Dogs,1200000,12.22034,1992,"26,720,024.87",99,8.1,3821,1
26,Taxi Driver,1300000,14.092713,1976,"127,007,735.88",114,8.1,2632,1
27,Star Wars,11000000,42.149696999999996,1977,"3,271,770,138.45",121,8.1,6778,0
28,Dead Poets Society,16400000,19.905716,1989,"486,366,384.36",129,8.1,2786,1
29,The Pianist,35000000,14.811594,2002,"170,664,579.98",150,8.1,1927,1
30,Room,6000000,12.443291,2015,"38,195,061.27",117,8.1,2838,1
31,It's a Wonderful Life,3180000,15.031588000000001,1946,"126,461,667.02",130,8.0,1103,1
32,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1800000,9.803980000000001,1964,"77,867,017.75",95,8.0,1472,0
33,Scarface,25000000,11.299673,1983,"169,143,760.61",170,8.0,3017,2
34,The Lord of the Rings: The Fellowship of the Ring,93000000,32.070725,2001,"1,258,096,502.96",178,8.0,8892,1
35,Citizen Kane,839727,15.811921,1941,"403,861,172.91",119,8.0,1244,1
36,Vertigo,2479000,18.20822,1958,"247,737,024.22",128,8.0,1162,1
37,The Imitation Game,14000000,31.595940000000002,2014,"252,303,314.47",113,8.0,5895,1
38,A Clockwork Orange,2200000,17.112594,1971,"167,871,785.19",136,8.0,3432,1
39,Lion,12000000,17.085145,2016,"149,480,892.49",118,8.0,1699,0
40,Apocalypse Now,31500000,13.5963,1979,"315,082,912.14",153,8.0,2112,1
41,The Lion King,45000000,21.605760999999998,1994,"1,360,009,595.97",89,8.0,5520,1
42,The Grand Budapest Hotel,30000000,14.442048000000002,2014,"188,615,552.65",99,8.0,4644,1
43,The Lord of the Rings: The Two Towers,79000000,29.423537,2002,"1,316,574,142.19",179,8.0,7641,1
44,Back to the Future,19000000,25.778509,1985,"905,666,971.59",116,8.0,6239,1
45,The Prestige,40000000,16.94556,2006,"139,108,297.24",130,8.0,4510,1
46,Good Will Hunting,10000000,15.064832999999998,1997,"359,945,042.55",126,7.9,2880,1
47,Guardians of the Galaxy,170000000,53.291601,2014,"835,404,015.36",121,7.9,10014,1
48,Gone Girl,61000000,154.80100900000005,2014,"398,976,653.23",145,7.9,6023,1
49,Saving Private Ryan,70000000,21.758054,1998,"755,869,450.50",169,7.9,5148,1
50,2001: A Space Odyssey,10500000,22.494622,1968,"504,787,068.97",149,7.9,3075,0
51,The Wolf of Wall Street,100000000,16.382422000000002,2013,"430,191,319.55",180,7.9,6768,1
52,Full Metal Jacket,17000000,13.941479999999999,1987,"104,345,578.81",116,7.9,2595,0
53,Inside Out,175000000,23.985587,2015,"925,279,228.66",94,7.9,6737,1
54,Dallas Buyers Club,5000000,14.785719,2013,"60,575,971.99",117,7.9,2973,1
55,American Beauty,15000000,20.726578,1999,"546,848,984.85",122,7.9,3438,1
56,Prisoners,46000000,11.96262,2013,"134,024,866.38",153,7.9,3183,1
57,Alien,11000000,23.37742,1979,"369,573,850.08",117,7.9,4564,1
58,Casablanca,878000,13.916101000000001,1942,"164,126,457.06",102,7.9,1462,1
59,Return of the Jedi,32350000,14.586087,1983,"1,470,275,000.00",135,7.9,4763,0
60,The Matrix,63000000,33.366332,1999,"711,412,934.17",136,7.9,9079,1
61,12 Years a Slave,20000000,30.316249,2013,"205,218,454.94",134,7.9,3787,1
62,The Help,25000000,7.4861179999999985,2011,"141,291,160.99",146,7.9,1966,1
63,Her,23000000,13.829514999999999,2013,"51,964,441.55",126,7.9,4215,1
64,Captain Fantastic,5000000,16.519276,2016,"6,264,368.73",119,7.9,1569,1
65,Inglourious Basterds,70000000,16.89564,2009,"380,428,016.25",153,7.9,6598,1
66,Eternal Sunshine of the Spotless Mind,20000000,12.906327000000001,2004,"97,810,496.66",108,7.9,3758,0
67,The Departed,90000000,18.515448000000006,2006,"367,628,811.60",151,7.9,4455,1
68,La La Land,30000000,19.681686,2016,"474,574,618.71",128,7.9,4745,1
69,There Will Be Blood,25000000,8.200627,2007,"95,235,250.37",158,7.9,1581,1
70,Blade Runner,28000000,96.272374,1982,"87,811,402.31",117,7.9,3833,1
71,Harry Potter and the Deathly Hallows: Part 2,125000000,24.990737,2011,"1,525,786,571.81",130,7.9,6141,0
72,Mr. Nobody,47000000,11.817059,2009,"4,228,537.72",156,7.9,1616,1
73,Requiem for a Dream,4500000,6.874828,2000,"10,973,580.81",102,7.9,2525,1
74,Gladiator,103000000,23.186667,2000,"679,550,854.73",155,7.9,5566,1
75,Stand by Me,8000000,15.206957000000001,1986,"121,988,063.50",89,7.8,1568,0
76,Hacksaw Ridge,40000000,21.037699,2016,"186,770,049.66",140,7.8,3294,1
77,Amadeus,18000000,12.677592,1984,"127,906,674.83",160,7.8,1107,1
78,Annie Hall,4000000,18.146043,1977,"161,400,814.73",93,7.8,1044,1
79,The Thing,15000000,16.83125,1982,"52,013,778.57",109,7.8,1629,1
80,Hidden Figures,25000000,16.816834,2016,"245,790,336.91",127,7.8,2178,1
81,Trainspotting,4000000,19.348466000000002,1996,"26,875,520.43",93,7.8,2737,1
82,The Theory of Everything,15000000,11.853019999999999,2014,"133,658,276.81",123,7.8,3403,1
83,Pride & Prejudice,28000000,14.439082999999998,2005,"158,615,105.21",135,7.8,1406,0
84,Casino,52000000,10.137389,1995,"194,815,841.78",178,7.8,1343,1
85,The Breakfast Club,1000000,12.627678,1985,"122,444,109.89",97,7.8,2189,1
86,The Big Lebowski,15000000,15.952523999999999,1998,"72,458,113.73",117,7.8,3001,1
87,The Truman Show,60000000,13.155901,1998,"414,325,300.59",103,7.8,4702,1
88,Big Hero 6,165000000,213.84990699999997,2014,"704,450,197.61",102,7.8,6289,0
89,Into the Wild,15000000,15.423538,2007,"69,389,482.92",148,7.8,3139,0
90,North by Northwest,4000000,12.410427,1959,"116,247,174.66",136,7.8,1062,1
91,WALL·E,180000000,16.088366,2008,"619,133,500.24",98,7.8,6439,0
92,Django Unchained,100000000,19.785025,2012,"473,722,380.04",165,7.8,10297,1
93,Gran Torino,33000000,14.794228,2008,"320,614,579.19",116,7.8,3181,1
94,Spotlight,20000000,14.63239,2015,"95,317,270.66",128,7.8,2751,1
95,About Time,12000000,11.213913,2013,"95,586,200.90",123,7.8,2140,0
96,Shutter Island,80000000,15.813629,2010,"345,627,843.47",138,7.8,6559,1
97,Up,175000000,19.330884,2009,"876,292,938.31",96,7.8,7048,0
98,Monty Python and the Holy Grail,400000,10.43389,1975,"23,901,524.23",91,7.8,1742,0
99,Warrior,25000000,13.121626000000001,2011,"26,214,781.26",140,7.7,1297,0
100,Kill Bill: Vol. 1,30000000,25.261865,2003,"251,460,104.89",111,7.7,5091,0
101,The Sixth Sense,40000000,18.449169,1999,"1,032,632,466.17",107,7.7,3223,1
102,L.A. Confidential,35000000,10.989442,1997,"201,082,065.78",138,7.7,1340,1
103,Kill Bill: Vol. 2,30000000,21.533072,2004,"205,967,041.70",136,7.7,4061,0
104,Hachi: A Dog's Tale,16000000,8.621359,2009,"56,982,821.29",93,7.7,1769,1
105,Rush,38000000,10.63552,2013,"99,039,989.08",123,7.7,2310,1
106,Million Dollar Baby,30000000,14.471373000000002,2004,"293,416,962.85",132,7.7,2519,1
107,The Pursuit of Happyness,55000000,20.981716,2006,"389,482,461.96",117,7.7,2607,1
108,V for Vendetta,54000000,20.214422,2006,"168,070,791.91",132,7.7,4562,1
109,No Country for Old Men,25000000,15.565484,2007,"211,664,833.57",122,7.7,3083,1
110,Harry Potter and the Prisoner of Azkaban,130000000,28.460276,2004,"1,069,100,182.41",141,7.7,6037,1
111,Mulholland Drive,15000000,18.184055999999998,2001,"29,045,757.10",147,7.7,1517,0
112,Catch Me If You Can,52000000,19.833077,2002,"500,475,984.32",141,7.7,3917,1
113,Donnie Darko,6000000,18.303148,2001,"1,834,401.33",113,7.7,3574,1
114,The Boy in the Striped Pyjamas,12500000,8.912738000000003,2008,"24,247,631.95",94,7.7,1492,0
115,The Perks of Being a Wallflower,13000000,12.775679,2012,"37,196,777.00",102,7.7,3056,1
116,A Beautiful Mind,60000000,11.93646,2001,"452,697,778.62",135,7.7,3087,1
117,Snatch,10000000,14.014025,2000,"124,075,190.89",103,7.7,2953,1
118,Toy Story,30000000,21.946943,1995,"626,756,996.31",81,7.7,5415,1
119,The Notebook,29000000,15.239013,2004,"156,483,566.20",123,7.7,3163,1
120,Raiders of the Lost Ark,18000000,19.901576000000002,1981,"1,096,854,464.08",115,7.7,3949,1
121,Fargo,7000000,12.61469,1996,"98,779,362.70",98,7.7,2080,1
122,Zootopia,150000000,26.024868,2016,"1,090,756,744.42",108,7.7,4961,1
123,Unforgiven,14000000,10.942149,1992,"290,068,133.98",131,7.7,1133,1
124,Straight Outta Compton,28000000,21.183076999999997,2015,"217,544,587.34",147,7.7,1381,0
125,Terminator 2: Judgment Day,100000000,22.661695,1991,"976,240,822.32",137,7.7,4274,1
126,Aliens,18500000,21.761179000000002,1986,"427,682,641.82",137,7.7,3282,1
127,Braveheart,72000000,20.755149,1995,"352,342,519.69",177,7.7,3404,1
128,Life of Brian,4000000,10.714172999999999,1979,"70,599,668.12",94,7.7,1230,0
129,Heat,60000000,17.924927,1995,"314,485,527.31",170,7.7,1886,2
130,Captain Phillips,55000000,13.776067999999999,2013,"104,255,364.81",134,7.6,2495,1
131,How to Train Your Dragon 2,145000000,12.256689,2014,"658,017,589.24",102,7.6,3163,1
132,The Fault in Our Stars,12000000,16.274653,2014,"331,823,233.86",125,7.6,3868,0
133,Edge of Tomorrow,178000000,31.982986,2014,"400,284,745.07",113,7.6,4979,0
134,The Hateful Eight,44000000,20.328822,2015,"168,050,050.28",167,7.6,4405,1
135,Moon,5000000,13.336773,2009,"11,634,771.99",97,7.6,1831,1
136,Captain America: The Winter Soldier,170000000,18.717704,2014,"772,141,159.53",136,7.6,5881,1
137,Indiana Jones and the Last Crusade,48000000,14.788986999999999,1989,"977,788,151.57",127,7.6,3221,1
138,Toy Story 3,200000000,16.96647,2010,"1,250,913,127.27",103,7.6,4710,1
139,The Dark Knight Rises,250000000,20.58258,2012,"1,208,270,590.65",165,7.6,9263,1
140,The Untouchables,25000000,11.062203,1987,"171,675,660.98",119,7.6,1424,1
141,The Princess Bride,16000000,15.15267,1987,"69,457,245.07",98,7.6,1518,1
142,Moonrise Kingdom,16000000,8.692433,2012,"76,023,046.80",94,7.6,1701,0
143,The Martian,108000000,25.629929999999998,2015,"679,883,524.36",141,7.6,7442,1
144,The King's Speech,15000000,11.260387,2010,"485,620,784.41",118,7.6,2817,1
145,Misery,20000000,15.020845000000001,1990,"119,881,378.50",107,7.6,1085,1
146,Breakfast at Tiffany's,2500000,10.879289,1961,"81,242,474.92",110,7.6,1082,1
147,The Hobbit: The Desolation of Smaug,250000000,20.644776,2013,"1,051,772,017.17",161,7.6,4633,1
148,Dances with Wolves,22000000,11.654349,1990,"829,917,386.64",181,7.6,1084,0
149,The Iron Giant,70000000,15.441459,1999,"35,545,223.82",86,7.6,1470,0
150,Me Before You,20000000,34.347590000000004,2016,"221,548,148.66",110,7.6,2674,1
151,Mystic River,25000000,12.602438000000001,2003,"217,931,470.18",138,7.6,1473,1
152,Guardians of the Galaxy Vol. 2,200000000,185.33099199999998,2017,"900,756,863.54",137,7.6,4858,1
153,The Nightmare Before Christmas,18000000,17.730913,1993,"133,838,881.53",76,7.6,2135,0
154,Philadelphia,26000000,13.373006,1993,"365,727,869.26",125,7.6,1019,1
155,Slumdog Millionaire,15000000,11.258181,2008,"448,823,623.32",120,7.6,2918,0
156,Rain Man,25000000,11.267467,1988,"892,248,182.59",133,7.6,1762,1
157,Finding Nemo,94000000,25.497794,2003,"1,306,759,763.89",100,7.6,6292,1
158,Logan,97000000,54.581997,2017,"643,477,039.19",137,7.6,6310,1
159,Ex Machina,15000000,14.14078,2015,"39,778,519.66",108,7.6,4862,1
160,Big Fish,70000000,14.739982999999999,2003,"170,817,404.15",125,7.6,2064,1
161,Kingsman: The Secret Service,81000000,28.224211999999998,2015,"447,045,106.80",130,7.6,6069,1
162,Jurassic Park,63000000,8.863776,1993,"1,628,163,114.19",127,7.6,4956,1
163,Mulan,90000000,21.180857,1998,"477,390,729.74",88,7.6,2089,0
164,Nightcrawler,8500000,21.277073,2014,"41,803,457.49",117,7.6,3475,1
165,Dunkirk,100000000,30.938854,2017,"542,360,407.42",107,7.5,2712,0
166,"Monsters, Inc.",115000000,26.419961999999998,2001,"812,603,707.84",92,7.5,6150,1
167,Brokeback Mountain,14000000,11.787044,2005,"233,106,962.05",134,7.5,1531,1
168,Ferris Bueller's Day Off,6000000,12.724644999999999,1986,"163,630,196.65",103,7.5,1340,1
169,Die Hard,28000000,16.640522,1988,"304,263,451.81",131,7.5,4005,1
170,Shaun of the Dead,4000000,14.902948,2004,"40,662,109.76",99,7.5,2479,1
171,Batman Begins,150000000,28.505340999999998,2005,"489,952,456.15",140,7.5,7511,1
172,Little Miss Sunshine,8000000,5.320117,2006,"127,498,895.74",102,7.5,1728,1
173,Pirates of the Caribbean: The Curse of the Black Pearl,140000000,47.32666500000001,2003,"910,252,010.74",143,7.5,7191,1
174,Harry Potter and the Goblet of Fire,150000000,24.903057999999998,2005,"1,173,000,557.63",157,7.5,5758,1
175,Harry Potter and the Deathly Hallows: Part 1,250000000,23.300362,2010,"1,118,826,274.40",146,7.5,5708,0
176,Harry Potter and the Philosopher's Stone,125000000,38.187238,2001,"1,409,852,050.45",152,7.5,7188,0
177,Manchester by the Sea,9000000,12.821257,2016,"79,934,978.96",135,7.5,1553,1
178,Ratatouille,150000000,20.508029999999998,2007,"769,348,405.99",111,7.5,4510,0
179,How to Train Your Dragon,165000000,14.416681,2010,"580,194,858.67",98,7.5,4319,1
180,Cast Away,90000000,21.296343,2000,"637,961,316.55",143,7.5,3304,1
181,Fantastic Mr. Fox,40000000,8.695893,2009,"55,396,925.79",87,7.5,1206,1
182,Beauty and the Beast,25000000,23.433511,1991,"708,432,719.55",84,7.5,3029,1
183,A Walk to Remember,11000000,8.054499,2002,"58,597,896.29",101,7.5,1057,0
184,Platoon,6000000,18.206972,1986,"323,195,852.83",120,7.5,1236,1
185,Seven Pounds,55000000,21.70826700000001,2008,"199,723,541.98",123,7.5,2092,1
186,Still Alice,5000000,8.823253,2014,"47,407,289.89",99,7.5,1126,1
187,Star Wars: The Force Awakens,245000000,31.626013,2015,"2,231,412,576.61",136,7.5,7993,0
188,X-Men: Days of Future Past,250000000,26.058586,2014,"807,894,007.47",131,7.5,6155,1
189,Rocky,1000000,14.774066,1976,"526,837,031.42",119,7.5,1843,1
190,The Blues Brothers,27000000,10.076901,1980,"357,576,248.46",133,7.5,1092,0
191,"Lock, Stock and Two Smoking Barrels",1350000,4.60786,1998,"6,114,161.92",105,7.5,1671,0
192,Gattaca,36000000,12.89312,1997,"19,966,548.78",106,7.5,1846,1
193,Boyhood,4000000,6.4305910000000015,2014,"47,908,911.28",164,7.5,2008,0
194,The Exorcist,8000000,12.137595,1973,"2,541,486,064.79",122,7.5,2046,0
195,Jaws,7000000,19.726114000000006,1975,"2,236,918,732.34",124,7.5,2628,1
196,Edward Scissorhands,20000000,17.612244,1990,"103,688,599.85",105,7.5,3731,1
197,The Game,50000000,14.825586999999999,1997,"174,327,892.80",129,7.5,1556,1
198,The Lego Movie,60000000,16.418132999999994,2014,"506,820,401.12",100,7.5,3127,0
199,Titanic,200000000,26.88907,1997,"2,939,409,606.68",194,7.5,7770,1
200,Blow,53000000,12.332222999999999,2001,"120,244,399.14",124,7.4,1352,1
201,Twelve Monkeys,29500000,12.297305,1995,"283,283,385.83",129,7.4,2470,0
202,Fury,68000000,36.713807,2014,"228,820,610.75",135,7.4,4028,2
203,Star Trek,150000000,15.362632000000001,2009,"459,759,860.34",127,7.4,4574,1
204,Back to the Future Part II,40000000,13.689855,1989,"684,616,129.03",108,7.4,3926,1
205,Birdman,18000000,18.193263,2014,"111,500,209.28",119,7.4,4657,1
206,The Danish Girl,15000000,11.245661,2015,"69,256,423.76",120,7.4,1689,1
207,The Conjuring,13000000,14.901689999999999,2013,"348,981,270.62",112,7.4,3169,1
208,Aladdin,28000000,16.357419,1992,"918,643,200.27",90,7.4,3495,1
209,Harry Potter and the Half-Blood Prince,250000000,19.083723000000006,2009,"1,113,349,028.78",153,7.4,5435,1
210,Halloween,300000,13.672759,1978,"274,524,539.88",91,7.4,1066,2
211,The Royal Tenenbaums,21000000,9.707542,2001,"103,148,095.00",110,7.4,1317,1
212,Groundhog Day,14600000,12.989627,1993,"125,473,446.34",101,7.4,2358,1
213,Lucky Number Slevin,27000000,11.15092,2006,"71,419,547.97",110,7.4,1356,1
214,Anastasia,53000000,11.911173,1997,"222,728,796.16",94,7.4,1481,2
215,Children of Men,76000000,14.114606,2006,"88,733,672.28",109,7.4,2120,1
216,Rogue One: A Star Wars Story,200000000,36.567575,2016,"1,125,141,019.61",133,7.4,5111,1
217,Blood Diamond,100000000,12.477872,2006,"216,733,547.23",143,7.4,2344,1
218,American Sniper,58800000,19.228561,2014,"585,838,648.34",133,7.4,4600,1
219,Hot Fuzz,12000000,13.535195000000002,2007,"99,385,981.73",121,7.4,2252,1
220,Harry Potter and the Chamber of Secrets,100000000,29.741452000000002,2002,"1,246,076,958.57",161,7.4,5966,1
221,Harry Potter and the Order of the Phoenix,150000000,21.3643,2007,"1,157,264,819.62",138,7.4,5633,1
222,Atonement,30000000,8.913338000000003,2007,"159,446,849.00",123,7.4,1075,1
223,American Gangster,100000000,9.644542,2007,"328,678,774.53",157,7.4,1527,1
224,Serenity,39000000,11.919995,2005,"50,890,537.35",119,7.4,1287,1
225,In Bruges,15000000,9.895652,2008,"41,013,879.76",107,7.4,1414,1
226,Iron Man,140000000,22.073099,2008,"694,979,324.50",126,7.4,8951,1
227,Deadpool,58000000,187.860492,2016,"834,341,619.71",108,7.4,11444,1
228,Lone Survivor,40000000,10.855502,2013,"163,840,708.91",121,7.4,1549,1
229,The Goonies,19000000,14.280702999999999,1985,"146,155,881.44",114,7.4,1563,1
230,The Incredibles,92000000,22.220214000000002,2004,"854,736,595.68",115,7.4,5290,1
231,Midnight in Paris,30000000,11.43256,2011,"171,814,959.09",94,7.4,2049,1
232,Star Trek Into Darkness,190000000,15.78129,2013,"512,898,254.95",132,7.4,4479,1
233,The Age of Adaline,25000000,10.542026,2015,"70,844,302.42",112,7.4,2052,1
234,Office Space,10000000,12.329066000000001,1999,"19,688,306.03",89,7.4,1068,0
235,The Hunger Games: Catching Fire,130000000,25.309139000000002,2013,"929,983,590.89",146,7.4,6656,1
236,Mary Poppins,6000000,15.11549,1964,"843,585,041.74",139,7.4,1217,1
237,Donnie Brasco,35000000,12.201953999999999,1997,"66,840,453.16",127,7.4,1175,1
238,The Avengers,220000000,89.887648,2012,"1,692,295,111.44",143,7.4,12000,1
239,The Wizard of Oz,2777000,22.064932000000002,1939,"620,945,687.91",102,7.4,1689,1
240,Drive,15000000,15.388875,2011,"88,744,414.20",100,7.4,3832,1
241,Moulin Rouge!,52500000,13.691781,2001,"258,751,412.05",127,7.4,1348,1
242,The Terminator,6400000,19.293561999999998,1984,"192,873,107.22",108,7.4,4208,1
243,Tangled,260000000,14.684760999999998,2010,"693,819,189.07",100,7.4,3419,0
244,Hercules,85000000,14.048694,1997,"402,607,378.35",93,7.3,1741,1
245,Lost in Translation,4000000,11.609441,2003,"166,377,119.45",102,7.3,1943,0
246,Black Swan,13000000,12.989056,2010,"384,316,432.91",108,7.3,4562,1
247,If I Stay,11000000,9.659244000000001,2014,"85,206,156.97",106,7.3,1415,1
248,The Bourne Identity,60000000,21.040126,2002,"304,216,515.16",119,7.3,3640,1
249,Pitch Perfect,17000000,11.03595,2012,"128,462,996.20",112,7.3,2310,1
250,10 Things I Hate About You,16000000,12.069966,1999,"82,079,033.89",97,7.3,1768,0
251,Road to Perdition,80000000,13.426684,2002,"257,265,580.46",117,7.3,1102,1
252,Moonlight,4000000,14.171675,2016,"69,301,824.44",111,7.3,1831,0
253,Unbroken,65000000,10.543955,2014,"176,562,564.39",137,7.3,1437,0
254,The Bourne Ultimatum,70000000,18.173269,2007,"546,213,854.74",115,7.3,2938,1
255,Mad Max: Fury Road,150000000,29.36178,2015,"408,751,382.02",120,7.3,9629,1
256,The Longest Ride,34000000,10.264416,2015,"67,985,214.99",128,7.3,1083,0
257,Zodiac,65000000,19.083823000000002,2007,"104,581,563.96",157,7.3,2080,1
258,Carol,11800000,8.364201,2015,"43,449,725.40",118,7.3,1014,1
259,E.T. the Extra-Terrestrial,10500000,19.358546,1982,"2,101,152,682.47",115,7.3,3359,0
260,Gravity,105000000,18.50194,2013,"786,187,187.42",91,7.3,5879,1
261,The Fifth Element,90000000,24.30526,1997,"420,463,489.26",126,7.3,3962,1
262,Moana,150000000,9.143457,2016,"685,099,637.32",107,7.3,3471,0
263,Casino Royale,150000000,23.065078,2006,"759,801,845.10",144,7.3,3930,2
264,Ghostbusters,30000000,22.089729000000002,1984,"726,523,848.05",107,7.3,2431,1
265,Man on Fire,70000000,9.635691,2004,"176,368,992.43",146,7.3,1583,1
266,Apollo 13,52000000,18.761467,1995,"596,025,849.53",140,7.3,1637,1
267,Apocalypto,40000000,7.735233,2006,"152,424,710.58",139,7.3,1252,0
268,The Great Gatsby,105000000,17.598936,2013,"385,240,494.16",143,7.3,3885,2
269,Jackie Brown,12000000,16.415498,1997,"63,205,155.91",154,7.3,1580,1
270,Saving Mr. Banks,35000000,15.130888,2013,"123,509,223.63",125,7.3,1256,1
271,Now You See Me,75000000,17.852022,2013,"129,165,696.12",115,7.3,5635,1
272,Inside Man,45000000,13.393548000000001,2006,"233,854,207.08",129,7.3,1671,1
273,Avengers: Age of Ultron,280000000,37.37942,2015,"1,516,294,196.44",141,7.3,6908,1
274,The Artist,15000000,11.440947999999999,2011,"151,706,453.00",100,7.3,1075,1
275,"O Brother, Where Art Thou?",26000000,12.434175,2000,"106,717,370.58",106,7.3,1144,1
276,The Revenant,135000000,23.501228,2015,"575,001,871.80",156,7.3,6558,1
277,Predator,18000000,18.495694,1987,"221,116,457.95",107,7.3,2129,1
278,Creed,37000000,33.449723,2015,"187,262,575.79",133,7.3,1963,1
279,Frozen,150000000,24.248243,2013,"1,398,359,659.23",102,7.3,5440,1
280,Begin Again,8000000,10.289628,2013,"69,647,918.27",104,7.3,1285,1
281,The Last Samurai,140000000,19.582325,2003,"634,746,040.44",154,7.3,1946,1
282,Coraline,60000000,16.639915,2009,"148,528,200.32",100,7.3,1432,1
283,District 9,30000000,11.589835,2009,"251,312,701.78",112,7.3,3451,0
284,The Curious Case of Benjamin Button,150000000,17.934821,2008,"396,592,817.57",166,7.3,3398,1
285,Dawn of the Planet of the Apes,170000000,75.385211,2014,"767,688,278.52",130,7.3,4511,0
286,The Wrestler,6000000,7.903956,2008,"53,092,482.68",109,7.3,1031,1
287,Training Day,45000000,13.664622,2001,"151,422,093.61",122,7.3,1665,1
288,American Psycho,7000000,13.686715,2000,"50,882,464.66",102,7.3,2128,1
289,Furious 7,190000000,27.275686999999998,2015,"1,625,096,883.34",137,7.3,4253,1
290,Predestination,5500000,10.524204,2014,"3,240,811.15",97,7.3,1971,1
291,The Big Short,28000000,13.143061,2015,"143,867,939.17",130,7.3,2679,1
292,Shrek,60000000,17.987728,2001,"699,398,289.34",90,7.3,4183,1
293,Toy Story 2,90000000,17.547693,1999,"763,365,596.66",92,7.3,3914,1
294,The Machinist,5000000,10.737565,2004,"11,104,114.29",101,7.3,1280,1
295,Southpaw,30000000,12.370125999999999,2015,"98,946,003.22",123,7.3,2112,1
296,Being John Malkovich,13000000,11.416319,1999,"35,091,365.53",112,7.3,1124,1
297,The Butterfly Effect,13000000,12.994939,2004,"130,030,499.69",113,7.3,2119,1
298,Changeling,55000000,11.672394,2008,"134,227,957.29",141,7.3,1151,1
299,Sin City,40000000,15.010525,2005,"207,825,078.21",124,7.2,2755,1
300,Finding Neverland,25000000,15.529604,2004,"158,058,276.17",106,7.2,1269,1
301,The Bourne Supremacy,75000000,20.40426,2004,"390,521,468.96",108,7.2,2873,1
302,Get Out,5000000,36.894806,2017,"263,351,439.11",104,7.2,2978,0
303,Crash,6500000,9.785147,2004,"133,210,442.55",112,7.2,1172,1
304,The Judge,50000000,17.887943,2014,"90,439,575.46",141,7.2,1433,1
305,Corpse Bride,40000000,12.920032,2005,"153,439,718.88",77,7.2,1957,0
306,Baby Driver,34000000,228.032744,2017,"234,220,906.85",113,7.2,2083,0
307,Saw,1200000,23.508433,2004,"140,657,563.60",103,7.2,2255,0
308,The Butler,25000000,11.061894,2013,"127,215,880.46",132,7.2,1134,0
309,Match Point,15000000,9.020372,2005,"111,688,888.03",124,7.2,1134,1
310,Chef,11000000,8.720309,2014,"49,657,798.81",114,7.2,1203,1
311,Les Misérables,61000000,13.52408,2012,"492,032,918.94",157,7.2,1925,1
312,Life of Pi,120000000,14.045042,2012,"678,247,106.58",127,7.2,5912,1
313,End of Watch,7000000,7.4527899999999985,2012,"53,597,196.82",109,7.2,1186,1
314,The Girl with the Dragon Tattoo,90000000,8.907829,2011,"264,474,330.15",158,7.2,2479,1
315,Fantastic Beasts and Where to Find Them,180000000,41.05142100000001,2016,"862,286,809.55",133,7.2,5612,1
316,True Grit,38000000,10.730765,2010,"295,768,960.27",110,7.2,1701,2
317,The Fighter,25000000,14.141836999999999,2010,"109,756,392.49",116,7.2,1512,1
318,Sicario,30000000,19.511221,2015,"90,655,701.06",121,7.2,2465,1
319,Wonder Woman,149000000,294.337037,2017,"856,068,626.27",141,7.2,5025,2
320,Avatar,237000000,185.070892,2009,"3,323,462,343.80",162,7.2,12114,1
