Column1,title,rotten_tomatoes_link,star_count,audience_rating,audience_count,audience_top_critics_count,audience_fresh_critics_count,audience_rotten_critics_count,revenue,top_critic_review_count,review_count
3284,The Greatest Show on Earth,/m/greatest_show_on_earth,91,55,6174,8,13,16,36000000,8,27
3285,The Greatest Story Ever Told,/m/greatest_story_ever_told,66,64,9653,4,8,13,15473333,4,17
3286,Greedy,/m/greedy,33,48,7817,3,5,13,13145977,3,7
3287,Green Card,/m/green_card,40,50,26263,11,18,12,29888235,10,19
3288,The Green Hornet,/m/green_hornet,47,43,116318,51,102,131,227817248,50,230
3289,Green Lantern,/m/green_lantern,45,45,149152,48,62,178,219851172,48,235
3290,The Green Mile,/m/green_mile,37,94,813410,34,105,28,284600000,31,123
3291,Green Room,/m/green_room_2016,29,75,21549,46,207,22,3220371,47,228
3292,Green Street Hooligans,/m/green_street_hooligans,14,87,219848,22,30,34,3154346,22,60
3293,Greenberg,/m/greenberg,46,42,36772,42,131,41,6153967,42,169
3294,Greenfingers,/m/greenfingers,30,66,5479,28,32,37,1443067,27,64
3295,Gremlins,/m/gremlins,43,78,451477,10,53,10,153083102,9,51
3296,Gremlins 2: The New Batch,/m/gremlins_2_the_new_batch,69,57,268148,11,31,14,41482207,10,32
3297,"Greystoke: The Legend of Tarzan, Lord of the Apes",/m/greystoke_the_legend_of_tarzan_lord_of_the_apes,43,60,15019,1,10,4,45858563,1,10
3298,Gridiron Gang,/m/gridiron_gang,40,81,286830,29,42,58,41480851,29,96
3299,The Grifters,/m/grifters,48,70,10984,11,38,4,13446769,10,25
3300,Grosse Pointe Blank,/m/grosse_pointe_blank,39,87,72979,19,56,14,28084357,19,60
3301,Groundhog Day,/m/groundhog_day,52,88,416342,18,75,3,70906973,17,63
3302,Grown Ups,/m/grown_ups,54,62,270679,39,16,150,271430189,38,159
3303,Grown Ups 2,/m/grown_ups_2,71,53,180859,30,8,104,246984278,30,111
3304,The Grudge 2,/m/grudge_2,38,40,253374,22,9,67,39143839,22,73
3305,Grudge Match,/m/grudge_match_2014,62,46,36023,31,43,96,44907260,31,138
3306,Guardians of the Galaxy,/m/guardians_of_the_galaxy,70,92,254717,56,288,28,773328629,56,313
3307,Guardians of the Galaxy Vol. 2,/m/guardians_of_the_galaxy_vol_2,12,87,108021,55,333,62,863416141,55,389
3308,Guess Who,/m/guess_who,20,49,269572,39,63,88,68915888,39,144
3309,Guess Who's Coming to Dinner,/m/guess_whos_coming_to_dinner,17,85,38204,6,22,9,56666667,6,19
3310,Guilty as Sin,/m/guilty_as_sin,31,34,2750,4,6,10,22886222,4,7
3313,Gun Shy,/m/gun_shy,40,36,5286,11,10,32,1631839,11,23
3317,Gunfight at the O.K. Corral,/m/gunfight_at_the_ok_corral,56,69,6811,0,9,2,11750000,0,2
3318,The Guns of Navarone,/m/guns_of_navarone,22,86,20730,0,21,1,28900000,0,12
3319,Guru,/m/guru,21,84,7768,7,10,2,31000000,7,12
3320,Gymkata,/m/gymkata,42,40,3821,2,2,10,5730596,2,8
3321,Hachi: A Dog's Tale,/m/hachi_a_dogs_tale,10,84,14712,7,18,10,47801389,6,27
3322,Hackers,/m/hackers,66,68,122262,16,15,30,7563728,15,37
3323,Hacksaw Ridge,/m/hacksaw_ridge,73,91,55163,51,225,41,175302354,51,266
3324,Haiku Tunnel,/m/haiku_tunnel,29,76,1197,20,28,19,251058,20,45
3325,"Hail, Caesar!",/m/hail_caesar_2016,72,44,40649,56,300,49,63647656,57,345
3328,Half Baked,/m/half_baked,23,81,194212,2,7,17,17460020,2,9
3329,Half Nelson,/m/half_nelson,20,82,56525,43,142,15,4911725,44,155
3330,Hall Pass,/m/hall_pass,79,40,58131,49,58,117,83160734,49,174
3343,Halloween 4: The Return of Michael Myers,/m/halloween_4_the_return_of_michael_myers,23,53,69072,5,8,20,17768757,5,21
3344,Halloween 5: The Revenge of Michael Myers,/m/halloween_5_the_revenge_of_michael_myers,30,37,65631,2,3,21,11642254,2,18
3345,Halloween II,/m/halloween_ii,39,63,76931,6,11,28,25533818,6,28
3347,Halloween III: Season of the Witch,/m/halloween_iii_season_of_the_witch,28,27,52329,3,11,15,14400000,3,23
3348,Halloween: Resurrection,/m/halloween_resurrection,29,26,90350,16,7,56,37664855,16,62
3349,Hamburger Hill,/m/hamburger_hill,19,72,33032,4,11,0,13839404,4,9
3350,Hancock,/m/hancock,56,59,556991,49,92,132,624029371,48,212
3351,Hang 'em High,/m/hang_em_high,44,73,32891,1,12,1,6800000,1,5
3352,Hanging Up,/m/hanging_up,31,34,21249,25,10,75,36037909,24,65
3353,Hanna,/m/hanna,27,66,72396,50,161,64,63782078,50,221
3354,Hannah and Her Sisters,/m/hannah_and_her_sisters,52,91,31029,15,51,5,40084041,15,47
3355,Hannah Arendt,/m/hannah_arendt,14,75,3582,24,62,9,717205,24,69
3356,Hannah Montana: The Movie,/m/hannah_montana_the_movie,19,67,379867,40,57,75,155545279,39,126
3357,Hannibal Rising,/m/hannibal_rising,19,55,549917,40,23,124,82169884,40,136
3358,Happy Accidents,/m/happy_accidents,28,75,7366,21,44,17,688510,21,55
3359,Happy Feet,/m/happy_feet,128,70,617295,45,126,40,384335608,45,162
3360,Happy Feet Two,/m/happy_feet_two,26,61,90899,34,54,66,150406466,34,119
3361,Happy People: A Year in the Taiga,/m/happy_people_a_year_in_the_taiga,1,77,2378,21,42,6,338987,21,48
3362,"Happy, Texas",/m/happy_texas,22,55,7840,11,42,10,1943649,11,28
3363,Hard Candy,/m/hard_candy,7,78,105867,41,97,47,7022209,41,142
3364,Hard Eight,/m/hard_eight,27,83,11849,11,30,6,222559,10,22
3365,Hard Rain,/m/hard_rain,18,34,37483,12,12,31,19870567,12,25
3366,Hard Target,/m/hard_target,26,49,35800,9,17,15,74189677,8,19
3367,Hard to Kill,/m/hard_to_kill,37,47,44896,2,4,8,47410000,2,5
3368,The Hard Way,/m/hard_way,53,53,11212,3,14,5,65595485,3,7
3369,Hardball,/m/hardball,40,70,55350,29,40,61,40222729,29,83
3370,Hardcore Henry,/m/hardcore_henry,78,54,18242,32,72,71,14333790,32,142
3371,Hardware,/m/hardware,20,53,5416,2,6,6,5728953,2,9
3372,Harlem Nights,/m/harlem_nights,53,80,34424,14,7,27,60864870,12,26
3373,Harley Davidson and the Marlboro Man,/m/harley_davidson_and_the_marlboro_man,40,65,12238,2,4,14,7434726,2,2
3374,Harold & Kumar Escape from Guantanamo Bay,/m/harold_and_kumar_2,43,60,377839,33,71,65,43493123,33,133
3375,Harold & Kumar Go to White Castle,/m/harold_and_kumar_go_to_white_castle,28,80,324178,35,109,38,23936908,34,137
3376,Harry and the Hendersons,/m/harry_and_the_hendersons,31,53,45661,0,8,11,49998613,0,10
3377,Harry Brown,/m/harry_brown,18,75,42663,40,78,47,10329747,40,116
3378,Harry Potter and the Chamber of Secrets,/m/harry_potter_and_the_chamber_of_secrets,34,80,1150581,53,194,41,876688482,52,230
3379,Harry Potter and the Goblet of Fire,/m/harry_potter_and_the_goblet_of_fire,78,74,34153607,52,222,31,895921036,52,249
3380,Harry Potter and the Half-Blood Prince,/m/harry_potter_and_the_half_blood_prince,53,78,1558838,59,230,46,933959197,57,272
3381,Harry Potter and the Order of the Phoenix,/m/harry_potter_and_the_order_of_the_phoenix,77,81,2332946,52,194,56,938212738,52,249
3382,Harry Potter and the Prisoner of Azkaban,/m/harry_potter_and_the_prisoner_of_azkaban,58,86,1167820,55,232,25,789804554,54,252
3383,Harsh Times,/m/harsh_times,35,55,91186,34,48,51,5967038,34,93
3384,Hart's War,/m/harts_war,65,48,43881,36,73,50,32287044,35,111
3385,Harvard Beats Yale 29-29,/m/harvard_beats_yale_29_29,25,76,551,19,35,3,268431,19,36
3386,Hatchet II,/m/hatchet_ii,13,35,2867,16,14,21,52604,16,34
3387,Hate Crime,/m/hate_crime,25,60,1063,9,1,17,40758,9,18
3388,The Haunted Mansion,/m/haunted_mansion,25,30,134945,36,18,121,182290266,35,120
3389,Haywire,/m/haywire_2011,9,41,43252,45,152,38,33372606,44,188
3390,He Got Game,/m/he_got_game,74,83,44430,20,50,12,21567853,20,57
3391,He Named Me Malala,/m/he_named_me_malala,5,72,6703,33,96,37,2642899,33,130
3392,Head On,/m/head_on,13,69,2679,10,15,9,378667,10,17
3393,Headhunters,/m/headhunters,7,85,25066,31,92,7,15699707,31,98
3394,Heart Condition,/m/heart_condition,48,34,4693,2,0,8,4100000,2,5
3395,Heartbeeps,/m/heartbeeps,22,22,1459,0,0,5,2154696,0,2
3396,Heartbreak Ridge,/m/heartbreak_ridge,32,74,21818,6,15,4,42724017,5,11
3397,Hearts and Minds,/m/hearts_and_minds,47,91,3114,10,34,4,30000,10,35
3398,Hearts in Atlantis,/m/hearts_in_atlantis,35,64,23492,33,67,70,24185781,32,121
3399,Heathers,/m/heathers,33,83,75282,12,51,4,1108462,11,42
3400,Heavenly Creatures,/m/heavenly_creatures,38,83,40070,13,46,4,3049135,12,39
3401,Heaven's Gate,/m/heavens_gate,62,54,5428,12,25,19,3484331,11,38
3402,Heavy Traffic,/m/heavy_traffic,25,75,1999,5,16,2,1500000,5,13
3403,Heavyweights,/m/heavyweights,40,77,45395,0,2,5,17689177,0,3
3406,Hell & Back,/m/hell_and_back,28,33,1708,0,0,5,157768,0,5
3407,Hell or High Water,/m/hell_or_high_water,28,88,39678,51,266,8,37589296,51,272
3408,Hellbound: Hellraiser II,/m/hellbound_hellraiser_ii,18,58,47608,6,15,13,12090735,6,26
3409,Hellboy,/m/hellboy,47,66,458858,44,163,38,99318987,43,197
3413,Hello Again,/m/hello_again,39,50,5899,5,2,17,20419446,5,10
3414,"Hello, Dolly!",/m/hello_dolly,23,76,21168,5,13,17,33208099,5,25
3415,Hello Mary Lou: Prom Night II,/m/hello_mary_lou_prom_night_2,19,37,7722,0,4,7,2683519,0,7
3416,Hellraiser,/m/hellraiser,22,73,69537,5,31,13,14564027,5,36
3417,Hellraiser III: Hell on Earth,/m/hellraiser_iii_hell_on_earth,17,35,42548,5,7,10,12534961,5,12
3418,Henry Fool,/m/henry_fool,48,82,5524,4,26,3,1334786,4,8
3419,Henry Poole Is Here,/m/henry_poole_is_here,10,52,9428,33,39,60,1829917,33,86
3420,Henry's Crime,/m/henrys_crime_2010,30,25,6811,22,22,32,204940,22,54
3421,Her,/m/her,38,82,100892,50,255,15,47351251,50,268
3422,Hercules,/m/hercules,9,76,388724,15,46,9,252712101,15,51
3434,Here Comes the Boom,/m/here_comes_the_boom,60,65,60628,23,38,57,73100172,23,93
3435,Hereafter,/m/hereafter,60,38,67213,47,108,124,105197635,47,228
3438,He's Just Not That Into You,/m/hes_just_not_that_into_you,10,59,433978,51,67,98,177259441,50,157
3439,Hesher,/m/hesher,10,61,19543,29,38,34,382946,29,70
3440,Hidalgo,/m/hidalgo,42,64,130407,40,75,89,108103450,39,152
3441,Hidden Figures,/m/hidden_figures,23,93,58106,41,284,20,230698791,41,300
3442,High Anxiety,/m/high_anxiety,37,68,15254,1,21,8,31063038,1,15
3443,High Art,/m/high_art,16,77,8113,7,33,12,1929168,7,14
3444,High Crimes,/m/high_crimes,51,50,38854,35,41,92,63781810,34,114
3445,High Plains Drifter,/m/high_plains_drifter,29,86,35895,4,25,1,15700000,4,22
3446,High-Rise,/m/high_rise_2016,46,36,11986,31,126,87,346472,31,210
3447,High School High,/m/high_school_high,55,37,36187,4,3,13,21302121,4,8
3448,High School Musical 2,/m/high_school_musical_2,18,72,303399,11,18,4,7000000,11,22
3449,High Spirits,/m/high_spirits,26,59,7429,0,4,10,7399763,0,9
3450,High Strung,/m/high_strung_2016,31,64,861,4,6,2,53447,4,8
3451,Higher Ground,/m/higher_ground_2011,49,62,2758,32,74,17,841733,32,90
3452,Higher Learning,/m/higher_learning,57,74,20706,13,18,22,38290723,13,35
3453,Highlander,/m/highlander,41,79,135281,5,24,11,5900000,5,26
3454,Highlander: Endgame,/m/highlander_endgame,33,38,46328,14,6,48,15843608,14,48
3455,Hillary's America: The Secret History of the Democratic Party,/m/hillarys_america_the_secret_history_of_the_democratic_party,5,80,13761,12,1,27,13000000,12,28
3460,Hipsters,/m/hipsters,6,90,544,14,20,5,16810383,14,25
3461,The Golden Compass,/m/his_dark_materials_the_golden_compass,34,51,350530,46,81,113,372234864,46,190
3462,The History Boys,/m/history_boys,20,70,35447,42,69,36,13401952,42,98
3463,A History of Violence,/m/history_of_violence,32,76,279917,47,186,27,60740827,47,209
3464,Hit & Run,/m/hit_and_run_2012,11,49,30716,38,65,69,14400000,38,133
3465,Hitch,/m/hitch,32,62,32624083,38,124,59,368100420,38,173
3466,Hitchcock,/m/hitchcock,12,60,29217,48,128,85,23570541,48,210
3467,The Hitcher,/m/hitcher,23,52,422231,22,20,77,5844868,22,91
3469,The Hitchhiker's Guide to the Galaxy,/m/hitchhikers_guide_to_the_galaxy,22,65,233646,40,119,79,104478416,40,178
3470,Hitman,/m/hitman,59,57,306370,29,15,87,99965753,29,96
3471,Hitman: Agent 47,/m/hitman_agent_47,44,40,39414,29,11,114,81967450,29,124
3472,Hocus Pocus,/m/hocus_pocus,30,71,346210,15,16,33,39514713,13,38
3473,Hollow Man,/m/hollow_man,21,27,366669,31,32,84,190213455,30,89
3474,Hollywood Homicide,/m/hollywood_homicide,99,27,49604,40,47,114,51142659,39,141
3475,The Hollywood Knights,/m/hollywood_knights,39,70,3201,2,1,5,10000000,2,3
3476,Hollywoodland,/m/hollywoodland,68,48,77724,44,123,59,16803753,44,172
3477,Holy Motors,/m/holy_motors,20,72,12349,39,136,13,641100,39,144
3478,Hombre,/m/hombre,17,80,3953,3,14,1,12000000,3,12
3489,Home Alone,/m/home_alone,58,80,1026303,13,35,19,476684675,12,39
3490,Home Alone 2: Lost in New York,/m/home_alone_2_lost_in_new_york,64,61,909290,13,17,36,358991681,12,37
3491,Home Alone 3,/m/home_alone_3,27,27,448786,7,7,17,79082515,7,8
3492,A Home at the End of the World,/m/home_at_the_end_of_the_world,21,67,11013,36,58,58,1548955,35,108
3493,Home Fries,/m/home_fries,24,33,39478,7,11,25,10443316,7,9
3494,Home on the Range,/m/home_on_the_range,24,29,32227,35,68,60,103951461,34,123
3495,Home Run,/m/home_run_2013,31,81,2836,3,5,6,2861020,3,11
3496,Homefront,/m/homefront,40,61,41118,37,48,65,43058898,37,112
3497,Homegrown,/m/homegrown,29,50,5060,6,8,10,271375,6,4
3498,Honey,/m/honey,151,71,466393,35,24,92,62646763,34,110
3499,"Honey, I Shrunk the Kids",/m/honey_i_shrunk_the_kids,20,54,696356,5,24,8,222724172,5,16
3500,Hook,/m/hook,76,76,731010,14,16,46,300854823,13,46
3501,Hoop Dreams,/m/hoop_dreams,43,93,12576,16,56,1,7830611,15,41
3502,Hoosiers,/m/hoosiers,34,88,50693,10,39,5,28607524,9,34
3503,Hop,/m/hop_2011,30,53,107347,28,34,102,183953723,28,135
3504,Hope Springs,/m/hope_springs,18,27,6953,3,3,10,114281051,3,9
3508,Horrible Bosses,/m/horrible_bosses,15,70,106578,50,152,68,117000000,50,215
3509,Horrible Bosses 2,/m/horrible_bosses_2,43,47,58563,35,52,102,107670357,36,152
3510,The Horse Whisperer,/m/horse_whisperer,35,72,51517,14,42,15,186883563,14,47
3511,Horsemen,/m/horsemen,8,25,14729,1,2,4,1017401,1,6
3512,Hostel,/m/hostel,64,53,471001,20,66,42,80578934,20,102
3513,The Hot Chick,/m/hot_chick,89,59,475149,25,18,65,35081550,25,74
3514,Hot Fuzz,/m/hot_fuzz,48,89,565552,52,185,18,80573774,52,197
3515,Hot Rod,/m/hot_rod,42,64,304379,32,46,71,14334401,32,117
3516,Hot Shots! Part Deux,/m/hot_shots_part_deux,51,63,87534,8,17,13,133752825,8,16
3517,Hot to Trot,/m/hot_to_trot,40,40,2803,6,0,16,6436211,6,12
3518,Hot Tub Time Machine,/m/hot_tub_time_machine,22,56,166974,49,131,76,64572262,49,205
3519,Hot Tub Time Machine 2,/m/hot_tub_time_machine_2,37,26,35019,30,14,91,12314651,30,105
3520,Hotel for Dogs,/m/hotel_for_dogs,17,55,165587,35,56,65,73034460,34,110
3521,Hotel Rwanda,/m/hotel_rwanda,19,94,241373,45,175,18,38000000,45,186
3522,Hotel Transylvania,/m/hotel_transylvania,25,72,151218,33,64,80,358375603,33,141
3523,Hotel Transylvania 2,/m/hotel_transylvania_2,37,64,89722,24,59,47,473226958,24,104
3524,The Hours,/m/hours,24,84,85880,42,154,39,41597830,41,182
3525,House II: The Second Story,/m/house_2_the_second_story,21,42,8391,0,1,10,7800000,0,6
3526,House at the End of the Street,/m/house_at_the_end_of_the_street,22,41,57323,14,8,57,44287131,14,65
3527,The House Bunny,/m/house_bunny,19,50,211365,34,53,70,70442940,34,120
3528,House of 1000 Corpses,/m/house_of_1000_corpses,31,65,130708,16,17,66,16829545,16,72
3529,House of Flying Daggers,/m/house_of_flying_daggers,8,82,217821,44,151,21,92863945,43,156
3530,House of Fools,/m/house_of_fools,24,82,2882,21,20,29,57862,20,45
3531,House of Games,/m/house_of_games,28,79,6478,1,25,1,2585639,1,12
3532,House of Sand and Fog,/m/house_of_sand_and_fog,53,83,42481,40,135,47,16942795,40,161
3537,The House of Yes,/m/house_of_yes,7,77,7633,12,24,15,626057,12,31
3538,The House on Sorority Row,/m/house_on_sorority_row,31,35,2287,0,5,4,10604986,0,7
3539,House Party,/m/house_party,50,82,38536,8,26,2,26386000,7,16
3540,Houseguest,/m/houseguest,55,55,11127,6,3,18,26325256,6,12
3541,How Do You Know,/m/how_do_you_know,34,25,41917,45,47,102,48668907,45,147
3542,How Green Was My Valley,/m/how_green_was_my_valley,41,81,7917,9,39,4,6000000,9,35
3543,How High,/m/how_high,49,79,67075,20,15,42,31155435,20,53
3544,How Stella Got Her Groove Back,/m/how_stella_got_her_groove_back,33,67,31331,12,24,25,37672350,12,36
3545,How the West Was Won,/m/how_the_west_was_won,73,74,9775,3,18,3,50000000,3,13
3546,How to Be a Latin Lover,/m/how_to_be_a_latin_lover,9,61,7032,8,12,18,26251899,8,30
3547,How to Eat Fried Worms,/m/how_to_eat_fried_worms,24,47,48510,30,44,30,13022756,30,72
3548,How to Live Forever,/m/how_to_live_forever,52,52,288,12,12,8,40836,12,20
3549,How to Lose a Guy in 10 Days,/m/how_to_lose_a_guy_in_10_days,43,77,802193,37,62,87,177371441,36,136
3550,How to Lose Friends & Alienate People,/m/how_to_lose_friends_and_alienate_people,12,42,48720,34,41,71,17286299,33,106
3551,How to Train Your Dragon,/m/how_to_train_your_dragon,8,91,312342,45,205,3,494878759,45,206
3552,How to Train Your Dragon 2,/m/how_to_train_your_dragon_2,14,89,188298,43,165,15,609123048,43,179
3553,Howard the Duck,/m/howard_the_duck,56,38,55503,12,7,41,37962774,12,36
3554,Howards End,/m/howards_end,51,82,13645,18,59,4,25966555,17,47
3555,The Howling,/m/howling,33,57,31222,1,23,10,17985893,1,23
3556,Hudson Hawk,/m/hudson_hawk,41,57,44207,5,9,25,17218080,4,15
3557,"Hugh Hefner: Playboy, Activist and Rebel",/m/hugh_hefner_playboy_activist_and_rebel,63,69,393,21,27,17,21878,21,44
3558,Hugo,/m/hugo,34,78,82683,46,208,15,185770160,46,221
3559,Hulk,/m/hulk,56,29,428868,48,144,89,245360480,47,225
3560,Human Capital,/m/human_capital,11,77,3238,21,54,13,5809330,22,66
3561,Human Traffic,/m/human_traffic,56,89,33164,9,17,12,4000000,9,7
3562,Hunger,/m/hunger_2008,12,83,74257,36,114,13,2724474,36,126
3563,The Hunt for Red October,/m/hunt_for_red_october,59,88,172547,17,62,8,199200000,15,54
3564,Hunting Elephants,/m/hunting_elephants,16,61,166,7,5,9,4500000,7,14
3565,Hustle & Flow,/m/hustle_and_flow,32,83,120142,42,130,28,23563727,42,147
3566,The Hustler,/m/hustler,30,93,31176,9,42,1,7600000,9,30
3567,Hyde Park on Hudson,/m/hyde_park_on_hudson,27,31,10632,45,64,109,8887603,45,171
3568,Hysteria,/m/hysteria_2012,35,54,14517,35,78,55,9504139,35,129
3569,I Am Legend,/m/i_am_legend,28,68,1129654,54,145,68,585349010,54,207
3570,I Am Number Four,/m/i_am_number_four,27,57,145551,35,54,111,144492830,35,160
3571,I Am Sam,/m/i_am_sam,60,87,300961,39,50,94,92542418,38,130
3572,"I, Daniel Blake",/m/i_daniel_blake,7,85,8255,28,164,15,260354,28,178
3573,I Don't Know How She Does It,/m/i_dont_know_how_she_does_it,29,32,23414,39,19,93,30551495,38,108
3574,"I, Frankenstein",/m/i_frankenstein,22,38,58311,18,5,99,71154592,18,102
3575,I Give It a Year,/m/i_give_it_a_year,9,38,11653,20,42,39,28234657,20,80
3576,I Hope They Serve Beer in Hell,/m/i_hope_they_serve_beer_in_hell,38,42,5075,16,7,28,1429299,16,35
3577,I Know What You Did Last Summer,/m/i_know_what_you_did_last_summer,25,40,446657,18,28,38,125586134,17,59
3578,I Know Who Killed Me,/m/i_know_who_killed_me,38,26,142854,19,7,70,9620399,19,75
3579,I Like It Like That,/m/i_like_it_like_that,38,91,3065,4,8,2,1777020,4,2
3580,I Love Trouble,/m/i_love_trouble,68,33,20347,15,10,36,61947267,15,35
3581,"I Love You, Man",/m/i_love_you_man,13,74,1551163,47,172,35,91636986,46,202
3582,I Love You Phillip Morris,/m/i_love_you_phillip_morris,88,61,88806,41,111,45,10652035,42,155
3583,I Now Pronounce You Chuck & Larry,/m/i_now_pronounce_you_chuck_and_larry,78,69,1307555,44,22,135,186072214,44,152
3584,I Origins,/m/i_origins,15,69,7410,38,53,50,336472,38,103
3585,"I, Robot",/m/i_robot,37,70,998644,48,125,97,347234916,47,218
3586,I Saw the Light,/m/i_saw_the_light,101,36,3627,38,27,126,1646788,39,152
3587,I Spy,/m/i_spy,55,33,78634,36,21,112,33561137,35,118
3588,I Still Know What You Did Last Summer,/m/i_still_know_what_you_did_last_summer,21,29,371333,13,4,52,40002112,13,53
3589,I Think I Love My Wife,/m/i_think_i_love_my_wife,40,41,199437,40,22,92,13196245,40,109
3590,Ice Age,/m/ice_age,18,82,1134717,39,128,38,383257136,38,156
3591,Ice Age: Collision Course,/m/ice_age_collision_course,31,39,32967,30,20,97,408579038,30,116
3592,Ice Age: Continental Drift,/m/ice_age_continental_drift,36,62,151201,31,50,84,877244782,31,132
3593,Ice Princess,/m/ice_princess,54,58,210895,33,55,52,27645491,32,100
3594,The Ice Storm,/m/ice_storm,15,82,34442,16,56,10,8038061,16,57
3595,Ida,/m/ida_2013,22,79,17918,45,153,7,15298355,44,159
3596,Identity,/m/identity,22,75,190732,38,106,66,90259536,37,154
3597,Identity Thief,/m/identity_thief,46,53,192659,45,33,141,173965010,45,173
3598,Idiocracy,/m/idiocracy,65,60,64867,9,35,11,495303,9,46
3599,Idle Hands,/m/idle_hands,26,58,55805,18,9,46,4152230,18,52
3600,If....,/m/if1968,37,87,9108,8,37,2,500000,8,29
3601,If I Stay,/m/if_i_stay,46,61,48840,37,49,89,78874843,37,138
3602,Igby Goes Down,/m/igby_goes_down,31,80,44308,39,102,33,4777465,38,117
3603,Ikiru,/m/ikiru,33,97,20261,11,38,0,55240,11,33
3604,Il Divo,/m/il_divo,19,80,4440,20,45,4,11260366,20,49
3605,I'll See You in My Dreams,/m/ill_see_you_in_my_dreams,21,68,12127,34,84,6,7449681,35,90
3606,I'll Sleep When I'm Dead,/m/ill_sleep_when_im_dead,34,36,8042,32,40,50,490964,31,86
3607,Illegal Tender,/m/illegal_tender,22,67,5267,20,7,41,3106835,20,44
3608,The Illusionist,/m/illusionist,32,83,417138,50,140,51,86915017,50,188
3610,I'm Not Ashamed,/m/im_not_ashamed,46,82,2602,2,2,8,2000000,2,10
3611,I'm So Excited!,/m/im_so_excited,20,37,4617,38,62,67,11724119,38,127
3612,Imagine Me & You,/m/imagine_me_and_you,28,74,71038,30,33,65,2455831,30,95
3613,Immortals,/m/immortals_2011,13,48,68312,26,50,78,226904017,26,128
3614,Imperium,/m/imperium,24,64,8618,23,60,11,35000,23,71
3615,In a Valley of Violence,/m/in_a_valley_of_violence,14,51,4043,16,52,16,53647,16,68
3616,In a World...,/m/in_a_world_2013,10,71,21043,36,117,10,2963902,36,127
3617,In Bruges,/m/in_bruges,27,87,112630,50,163,32,34533783,49,191
3618,In Darkness,/m/in_darkness_2011,43,80,11042,34,96,13,5576725,34,108
3622,In Her Shoes,/m/in_her_shoes,85,66,390846,46,123,41,83073883,46,162
3623,In My Country,/m/in_my_country,102,56,3274,29,19,63,163536,29,81
3624,In the Army Now,/m/in_the_army_now,37,44,44250,10,2,30,28881266,9,23
3625,In the Heart of the Sea,/m/in_the_heart_of_the_sea,41,53,40434,48,101,132,93820758,48,231
3626,In the Heat of the Night,/m/in_the_heat_of_the_night,35,92,23112,11,48,2,27379978,11,41
3627,In the Land of Blood and Honey,/m/in_the_land_of_blood_and_honey,19,47,5710,38,44,35,303877,38,78
3628,In the Land of Women,/m/in_the_land_of_women,24,52,100781,39,51,66,17500000,39,113
3629,In the Line of Fire,/m/in_the_line_of_fire,43,79,54985,20,64,3,176997168,18,53
3630,In the Loop,/m/in_the_loop,28,82,226995,46,164,11,6149791,45,160
3631,In the Mouth of Madness,/m/in_the_mouth_of_madness,43,73,24455,10,27,19,8946600,9,34
3632,In the Name of the Father,/m/in_the_name_of_the_father,83,95,41268,17,47,3,65796862,16,35
3633,In the Valley of Elah,/m/in_the_valley_of_elah,19,77,29293,45,117,43,29541790,45,152
3634,In Time,/m/in_time,54,51,69368,49,62,107,173930596,49,168
3635,Incarnate,/m/incarnate_2016,6,23,3305,6,6,28,6341855,6,34
3636,Incendies,/m/incendies,10,92,17842,38,112,9,7103838,38,119
3637,Inception,/m/inception,53,91,569611,61,304,47,825532764,61,346
3638,An Inconvenient Truth,/m/inconvenient_truth,1,79,119828,41,151,12,46243000,41,160
3639,The Incredibles,/m/incredibles,16,75,32604129,48,235,7,631442092,48,230
3640,Indecent Proposal,/m/indecent_proposal,55,47,46358,5,15,29,266614059,5,22
3641,Independence Day: Resurgence,/m/independence_day_resurgence,99,30,74934,33,63,157,389681935,33,218
3642,Indiana Jones and the Kingdom of the Crystal Skull,/m/indiana_jones_and_the_kingdom_of_the_crystal_skull,14,54,1320350,54,211,60,786636033,53,261
3643,Indiana Jones and the Last Crusade,/m/indiana_jones_and_the_last_crusade,43,94,768092,14,61,8,474171806,12,52
3644,Indiana Jones and the Temple of Doom,/m/indiana_jones_and_the_temple_of_doom,31,81,716416,9,56,10,333000000,9,55
3645,Infamous,/m/infamous,55,69,20714,48,111,41,1151330,48,148
3646,Inferno,/m/inferno1980,20,60,7380,1,9,5,220021259,1,9
3650,Infinitely Polar Bear,/m/infinitely_polar_bear,24,71,11288,38,95,22,1430655,39,115
3651,Inglourious Basterds,/m/inglourious_basterds,58,88,775048,60,288,37,319131050,59,319
3652,Inhale,/m/inhale,58,46,6690,11,9,15,55089,11,24
3653,Inherent Vice,/m/inherent_vice,56,52,32264,53,177,64,11110975,54,241
3654,Initial D,/m/initial_d_2005,13,72,17337,4,2,4,7096000,4,4
3655,Inkheart,/m/inkheart,23,45,166681,39,55,88,57490374,39,135
3656,The Inkwell,/m/inkwell,23,83,2251,3,2,6,8880705,3,2
3657,The In-Laws,/m/inlaws,52,41,15740,39,45,90,20440627,37,114
3661,Innerspace,/m/innerspace,38,65,35463,7,31,7,25893810,6,27
3662,An Innocent Man,/m/innocent_man,49,47,8034,1,3,5,20047604,1,3
3663,Inside Deep Throat,/m/inside_deep_throat,41,67,6580,44,100,21,653621,44,118
3664,Inside Job,/m/inside_job_2010,44,91,29592,35,143,3,7871522,35,142
3665,Inside Llewyn Davis,/m/inside_llewyn_davis_2013,43,74,44831,55,253,21,32935319,55,270
